"FIDs","AveDBH","AveHt.1","BasalArWtHt.1","Density","AveBasalAr","AveHt.2","BasalArWtHt.2","AveAGB","dem","aspect","slope","s1vv","s1vh","s1vvstd","s1vhstd","s1vvmd","s1vhmd","s1vvrvh","s1vvrvhmd","s1vhrvv","s1vhrvvmd","s1npdi","s1npdimd","p2hh","p2hv","p2hhrhv","p2hvrhh","p2npdi","l8r","l8r75smax","l8r25min","l8rmax","l8rmaxLST","l8rmaxRN","l8rmaxSVVI","l8rmin","l8rminLST","l8rminRN","l8rminSVVI","l8g","l8g75smax","l8g25min","l8gmax","l8gmaxLST","l8gmaxRN","l8gmaxSVVI","l8gmin","l8gminLST","l8gminRN","l8gminSVVI","l8b","l8b75smax","l8b25min","l8bmax","l8bmaxLST","l8bmaxRN","l8bmaxSVVI","l8bmin","l8bminLST","l8bminRN","l8bminSVVI","l8nir","l8nir75smax","l8nir25min","l8nirmax","l8nirmaxLST","l8nirmaxRN","l8nirmaxSVVI","l8nirmin","l8nirminLST","l8nirminRN","l8nirminSVVI","l8sw1","l8sw175smax","l8sw125min","l8sw1max","l8sw1maxLST","l8sw1maxRN","l8sw1maxSVVI","l8sw1min","l8sw1minLST","l8sw1minRN","l8sw1minSVVI","l8sw2","l8sw275smax","l8sw225min","l8sw2max","l8sw2maxLST","l8sw2maxRN","l8sw2maxSVVI","l8sw2min","l8sw2minLST","l8sw2minRN","l8sw2minSVVI","l8RNav2575","l8RNav75smax","l8RNavsmin25","l8RNmax","l8RNmin","l8SVVIav2575","l8SVVIav75smax","l8SVVIavsmin25","l8SVVImax","l8SVVImin","l8NS1av2575","l8NS1av75smax","l8NS1avsmin25","l8NS1max","l8NS1min","l8NS2av2575","l8NS2av75smax","l8NS2avsmin25","l8NS2max","l8NS2min","l8ndvi","l8evi","l8evi2","l8rvi","l8tcw","l8tcb","l8tcg","l8tcwgd"
254,13.2,9.4,11.4,679.06,0.02,9.4,11.37,58.5375,54.4344512195,18676.6036585,984.298780488,-7.05511644397803,-13.027038330543,0.0357371970199,0.00808901755102,-7.28870078525872,-13.1217188700762,5.97192188656492,5.83301808481746,-5.97192188656492,-5.83301808481746,-0.297374557342907,-0.285786288734775,-2.61518099208298,-10.9522881978979,8.33710720581492,-8.33710720581492,-0.614492436951439,1858.61585366,2489.07317073,1712.88414634,3014.87195122,2452.81707317,3014.87195122,1750.48170732,1674.48780488,3014.87195122,1788.82317073,3014.87195122,2320.06707317,2605.83536585,2179.37804878,3014.87195122,2452.81707317,3014.87195122,1750.48170732,1674.48780488,3014.87195122,1788.82317073,3014.87195122,1159.48780488,1378.10365854,962.835365854,1500.86585366,1360.7195122,1500.86585366,1133.26829268,892.847560976,1500.86585366,1032.62195122,1500.86585366,8935.57317073,10112.6890244,6957.23780488,10780.7134146,7585.67682927,6328,9898.8597561,6328,6328,10780.7134146,6328,6365.25609756,6926.55487805,6039.42682927,7510.90853659,6540.33536585,7510.90853659,5973.29878049,5973.29878049,7510.90853659,6303.99390244,7510.90853659,3019.06097561,3579.01829268,2740.2804878,4135.42682927,3394.76219512,4135.42682927,2594.73780488,2594.73780488,4135.42682927,2895.07926829,4135.42682927,16175.695122,17042.2560976,14329.8536585,17149.1341463,13547.8109756,9946.63414634,10340.7195122,9760.53658537,10569.0609756,9718.42073171,11591.8109756,12368.945122,9942.43902439,12613.5670732,9145.06097561,14732.2560976,15611.4878049,12956.5182927,15836.8963415,12096.2012195,0.655626587701889,1.55303922376775,1.32059875587798,4.80764928004569,10192.8971182921,10667.7917493899,4557.78414694869,5635.11297134346
255,13.5,10.1,12.2,1711.8,0.02,10.11,12.15,160.685,61.2515337423,15156.4447853,2690.41411043,-7.6376936208743,-13.4180479620463,0.0337333256962,0.00887220864258,-7.7911729630726,-13.4828093262079,5.78035434117204,5.69163636313533,-5.78035434117204,-5.69163636313533,-0.274526276759626,-0.267539771620625,-4.82279653965446,-13.1966149833021,8.37381844364765,-8.37381844364765,-0.464710983096173,1776.20552147,2079.47546012,1442.43865031,2330.5398773,1376.53374233,2330.5398773,1490.70245399,1366.86196319,1960.28220859,1368.55521472,1969.28527607,2171.15030675,2373.06134969,1993.34662577,2330.5398773,1376.53374233,2330.5398773,1490.70245399,1366.86196319,1960.28220859,1368.55521472,1969.28527607,1004.09815951,1177.28220859,777.067484663,1357.84355828,573.236196319,1332.19325153,951.153374233,573.236196319,1033.29754601,714.503067485,1058.43865031,8832.21779141,9797.6809816,7662.03374233,10151.5766871,9994.91411043,7402.54601227,9514.56748466,7402.54601227,7527.06441718,9980.36503067,7547.9601227,6279.83435583,6565.43865031,5914.33742331,6745.35889571,5928.34969325,6360.3190184,5702.44785276,5655.8006135,6406.77607362,6026.90797546,6470.96625767,2985.32515337,3357.89570552,2535.73312883,3511.56134969,2530.07361963,3378.11042945,2498.19018405,2482.52760736,3227.9202454,2586.39263804,3295.55521472,16603.7607362,17366.8312883,15711.6533742,17590.7484663,15227.303681,10110.5368098,10356.3006135,9834.92331288,10416.6380368,9786.7208589,11643.2361963,12387.4294479,10896.708589,12577.2484663,10738.5214724,14889.8404908,15813.601227,14002.8312883,15994.9539877,13720.6226994,0.66513298553736,1.47495413411419,1.3469670971034,4.97252017553712,10001.6663920232,10432.5741177905,4607.13532760822,5394.53106441493
256,17.2,12.5,14.5,679.06,0.03,12.49,14.46,109.05,60.7828746177,22299.2232416,2020.94801223,-6.93383322528081,-13.2529220006708,0.0448587565236,0.00918688254562,-7.01047886543423,-13.4955994867513,6.31908877539003,6.4851206213171,-6.31908877539003,-6.4851206213171,-0.313031426034549,-0.316253576619437,-8.12666957107574,-12.342365611852,4.21569604077631,-4.21569604077631,-0.205954799681639,1839.78287462,2102.3883792,1637.67278287,2268.95412844,1675.65749235,2254.37308869,1560.31192661,1530.09785933,2015.25993884,1560.31192661,2074.05198777,2168.83792049,2351.9235474,2033.14984709,2268.95412844,1675.65749235,2254.37308869,1560.31192661,1530.09785933,2015.25993884,1560.31192661,2074.05198777,1119.28746177,1266.39755352,974.168195719,1324.96636086,975.143730887,1324.96636086,1042.87155963,889.055045872,1208.09174312,1042.87155963,1213.76146789,7376.40672783,8762.54434251,6074.97247706,9208.97247706,7908.48623853,5762.65749235,8881.32110092,5716.66666667,6097.71253823,8881.32110092,6046.19571865,5881.08256881,6230.05810398,5508.83180428,6443.11926606,5542.82262997,6034.28746177,5446.18960245,5183.10703364,5869.49235474,5446.18960245,5862.8440367,3126.36697248,3449.3883792,2679.66972477,3643.18042813,2777.93577982,3643.18042813,2429.64525994,2395.05810398,3392.8470948,2429.64525994,3506.35168196,15776.5474006,16637.9969419,14840.4556575,16998.795107,14340.440367,10253.2385321,10544.3853211,9962.34250765,10626.587156,9794.46788991,10987.7217125,11948.3730887,10082.5259939,12486.0825688,9717.40061162,13883.8685015,15061.8379205,12704.0152905,15697.8165138,12209.4189602,0.600749777515229,1.3811935776218,1.17372117994859,4.00938981962943,9324.48203853609,9507.56873211284,3427.00520030607,5897.47683823003
257,14.8,10.1,13.4,735.65,0.02,10.13,13.42,92.795,58.6754250386,19667.3972179,1916.83153014,-6.87968137464317,-12.8872015098724,0.0359171408688,0.00842730683264,-6.97255035475751,-13.0041821958863,6.00752013522928,6.03163184112883,-6.00752013522928,-6.03163184112883,-0.303918436221184,-0.301932852424078,-0.147205843351671,-12.3067884834311,12.1595826400794,-12.1595826400794,-0.97636005935299,2245.5301391,2463.74806801,1925.6862442,2531.99381762,2273.12828439,2531.99381762,1770.1236476,1754.17310665,2096.38485317,1754.17310665,2353.70324575,2562.72642968,2655.44822257,2406.73415765,2531.99381762,2273.12828439,2531.99381762,1770.1236476,1754.17310665,2096.38485317,1754.17310665,2353.70324575,1307.65224111,1458.55177743,1125.19629057,1568.41112828,1376.70324575,1398.61978362,1056.71406491,1014.70479134,1299.36630603,1014.70479134,1227.54714065,8903.48995363,9755.2194745,8523.2488408,10109.9984544,8858.98454405,8372.70479134,10008.3848532,8372.70479134,10078.8392581,9971.29057187,8644.67387944,6764.32766615,7088.81916538,6565.80834621,7222.09737249,6592.13292117,6809.29211747,6527.70633694,6490.51931994,6886.66306028,6490.51931994,7217.55332303,3438.0942813,3724.86707883,3132.49304482,3837.68160742,3308.52241113,3610.86553323,2950.52859351,2950.52859351,3414.66769706,2958.31839258,3751.74188563,15815.8902628,16508.3972179,15547.5455951,17016.7310665,15372.1993818,10163.4744977,10355.0463679,10004.7326121,10447.4698609,9935.374034,11285.9474498,11842.3554869,10994.8655332,12139.5656878,10905.3585781,14284.7264297,15012.0386399,13993.8562597,15470.8346213,13952.3214838,0.5971789232734,1.32414718582887,1.16448694203597,3.96498350148998,10854.4752001529,11226.6848689306,4181.03089922684,6673.44430092603
258,11.3,8,10.6,933.71,0.01,8.03,10.61,54.15,66.1758409786,8789.9235474,1614.02140673,-8.12136027939947,-13.4156610275801,0.0201759142317,0.00885992165974,-8.12131533996663,-13.4963371046616,5.29430074818067,5.37502176469501,-5.29430074818067,-5.37502176469501,-0.245823258133887,-0.248640400638444,-6.59859931375348,-11.546052300346,4.94745298659255,-4.94745298659255,-0.272667290164341,1765.0733945,1864.46788991,1665.79816514,1911.55045872,1725.10091743,1714.62385321,1678.68348624,1616.64678899,1714.62385321,1667.89449541,1714.62385321,2194.1559633,2299.0733945,2057.03669725,1911.55045872,1725.10091743,1714.62385321,1678.68348624,1616.64678899,1714.62385321,1667.89449541,1714.62385321,1005.61926606,1150.66513761,937.288990826,1256.78440367,925.02293578,997.78440367,1043.87155963,898.724770642,997.78440367,1175.36238532,997.78440367,8400.32568807,9130.59174312,7206.56880734,9493.13302752,8405.94495413,6320.97247706,9125.63302752,6320.97247706,6320.97247706,9493.13302752,6320.97247706,6117.83944954,6524.0733945,5876.67889908,6737.82110092,6310,5783.96330275,5969.06880734,5783.96330275,5783.96330275,6566.50917431,5783.96330275,2973.47706422,3135.86697248,2856.70183486,3241.1559633,2967.39449541,2938.96788991,2795.58256881,2795.58256881,2938.96788991,3016.75688073,2938.96788991,16447.0779817,16805.5688073,16013.1330275,17009.0963303,15745.1146789,10204.5825688,10332.8807339,10041.7155963,10410.733945,9956.33944954,11429.7385321,11850.0688073,10856.8302752,12093.059633,10447,14683.1422018,15130.4036697,14078.8440367,15314.8486239,13660.0321101,0.652729149113985,1.44879292713283,1.31261153910611,4.7591934217838,9735.05454449497,10108.4467587159,4282.85729678322,5452.19724771174
259,13.8,11.7,13.9,565.88,0.02,11.73,13.9,60.315,64,7946.76769231,1342.25538462,-7.42475653816953,-13.3782110879635,0.0304319665065,0.00868601431784,-7.5651219810581,-13.5460768896479,5.95345454979396,5.9809549085898,-5.95345454979396,-5.9809549085898,-0.28618294547145,-0.283307212689328,-5.04306136840857,-13.4431104732248,8.40004910481626,-8.40004910481626,-0.454396355112214,1505.52153846,1679.30461538,1383.46307692,1764.70307692,1314.73076923,1754.8,1437.84307692,1263.43230769,1754.8,1292.62461538,1754.8,2084.88153846,2203.87230769,1932.03076923,1764.70307692,1314.73076923,1754.8,1437.84307692,1263.43230769,1754.8,1292.62461538,1754.8,926.666153846,1010.58923077,741.070769231,1078.33846154,597.572307692,998.366153846,1039.20923077,522.343076923,998.366153846,563.110769231,998.366153846,9003.74153846,9631.35076923,8256.45846154,10132.4707692,9339.04,7418.74923077,8960.32769231,7418.74923077,7418.74923077,9522.68923077,7418.74923077,6695.13538462,7162.17076923,6239.96923077,7268.21692308,6560.81230769,6689.44153846,6032.28461538,5995.00615385,6689.44153846,6603.58,6689.44153846,2984.42615385,3278.79692308,2665.09384615,3431.67538462,2758.73538462,3409.48307692,2550.73230769,2550.73230769,3409.48307692,2757.57846154,3409.48307692,17143.5784615,17361.3892308,16759.6169231,17614.1061538,16171.1784615,10193.9553846,10412.4846154,10047.4246154,10553.74,9935.92923077,11552.2661538,11809.7538462,10957.0569231,11953.2876923,10515.5938462,15126.9938462,15477.8415385,14406.6323077,15568.8276923,13699.9384615,0.713486754030097,1.6906350991746,1.48562054656174,5.98048005853834,10237.575853696,10563.5058650779,4956.61997738445,5280.95587631154
260,10.4,7.7,9.7,622.47,0.01,7.69,9.67,30.1225,60.3866057839,33151.6773212,2555.81430746,-9.13731095826224,-14.8795625610189,0.020719126373,0.00593818217811,-9.18879866938266,-14.9215013002968,5.74225160275662,5.73270263091412,-5.74225160275662,-5.73270263091412,-0.239092386365222,-0.237769859276883,-11.6195482794087,-20.9170889889198,9.2975407095111,-9.2975407095111,-0.285756042729142,1555.90258752,1696.00913242,1471.8173516,1794.59665145,1598.80669711,1794.59665145,1597.25114155,1439.49771689,1794.59665145,1596.80365297,1794.59665145,2180.7412481,2280.97564688,2038.7108067,1794.59665145,1598.80669711,1794.59665145,1597.25114155,1439.49771689,1794.59665145,1596.80365297,1794.59665145,922.319634703,1039.29832572,800.777777778,1042.09741248,855,1037.15068493,856.821917808,746.171993912,1037.15068493,855.745814307,1037.15068493,8633.90410959,9542.31050228,7688.75494673,10094.9391172,10094.9391172,7161.14307458,10084.8280061,7149.96651446,7161.14307458,10085.5098935,7161.14307458,6764.26179604,6987.59817352,6605.32115677,7139.73972603,6742.91628615,6732.12937595,6732.58143075,6491.18112633,6732.12937595,6736.66210046,6732.12937595,3119.52663623,3261.06240487,3014.39269406,3318.68340944,3103.89041096,3318.68340944,3093.76864536,2976.03652968,3318.68340944,3097.6042618,3318.68340944,17031.304414,17200.0136986,16465.6179604,17264.8432268,15989.9939117,10316.0167428,10457.0076104,10121.5570776,10507.1354642,10074.9908676,11173.6834094,11805.1689498,10614.3546423,11996.042618,10308.0152207,14737.0943683,15164.9086758,14121.8843227,15310.4383562,13665.1628615,0.694615877657173,1.60093441406038,1.43058478510557,5.54912896144214,10257.317046729,10466.5548908688,4620.74417047036,5636.57287625862
261,8.5,6.8,7.1,452.71,0.01,6.85,7.13,3.79,47,28215.2246154,640.878461538,-7.64877507935462,-12.8107944418386,0.0229542039048,0.00758704896085,-7.67282426026165,-12.8672155008967,5.16201936248398,5.19439124063506,-5.16201936248398,-5.19439124063506,-0.25230342002733,-0.25289100221012,-8.99804590773893,-13.8909206244274,4.89287471668851,-4.89287471668851,-0.213765645985477,2341.27846154,2624.37538462,2067.44307692,2870.65076923,1851.37846154,2816.46153846,1846.91076923,1841.30307692,2511.08615385,1846.58769231,2472.90769231,2603.47692308,2845.25384615,2473.84615385,2870.65076923,1851.37846154,2816.46153846,1846.91076923,1841.30307692,2511.08615385,1846.58769231,2472.90769231,1348.75692308,1552.84923077,1200.12307692,1673.94769231,1179.19692308,1484.80461538,1134.54307692,1134.54307692,1413.66,1137.08153846,1379.70461538,9904.13076923,11067.1953846,9119.82153846,11844.2384615,11003.5415385,8896.82153846,11309.0615385,8612.67538462,9970.36153846,11346.6307692,10056.9646154,8029.09230769,8787.56615385,7603.96461538,8987.02461538,7517.23384615,7857.01846154,7510.10307692,7425.59076923,8900.62923077,7528.61076923,8987.02461538,3984.22,4664.60153846,3644.10923077,5052.81846154,3378.24615385,3990.10461538,3306.86461538,3306.86461538,5019.28307692,3317.91846154,5052.81846154,16133.5661538,16814.4676923,15651.0184615,17200.1815385,15213.2446154,10409.8769231,10837.3123077,10177.1846154,11017.2153846,9983.84923077,10987.5938462,11660.3,10535.1323077,12024.0569231,10407.4738462,14143.4892308,14944.7507692,13460.9138462,15478.9723077,13228.28,0.617607150987345,1.36640604856759,1.21791344439322,4.23022332965702,12390.1213973843,12599.2317372317,4840.05449584294,7550.06690154135
262,14.2,11.3,11.8,1004.44,0.02,11.27,11.81,43.8275,45.5650842266,5469.32465544,1152.15160796,-8.23762819790415,-13.1702775386931,0.0218846702073,0.00829175022783,-8.22327448931066,-13.1921061241475,4.93264934078898,4.96883163483687,-4.93264934078898,-4.96883163483687,-0.23041251215697,-0.232021635502209,-10.7846681045346,-19.5304471309401,8.74577902640554,-8.74577902640554,-0.288495655004842,1838,2077.13476263,1722.66309342,2243.49157734,1806.26952527,2227.20520674,1653.41041348,1645.67075038,2232.57733538,1649.86217458,2241.47013783,2352.08728943,2461.4042879,2253.31546708,2243.49157734,1806.26952527,2227.20520674,1653.41041348,1645.67075038,2232.57733538,1649.86217458,2241.47013783,1085.5467075,1282.79019908,992.765696784,1372.69525268,1149.00459418,1271.1898928,990.044410413,971.424196018,1323.24655436,983.944869832,1337.60030628,8843.41653905,9701.92189893,8353.61562021,10296.4655436,8758.37059724,8369.52067381,10296.4655436,8077.16079632,9054.89433384,10293.0566616,8824.10107198,6664.23277182,7237.69218989,6426.54211332,7636.62633997,6480.71669219,7342.37672282,6691.59724349,6377.17611026,7636.42419602,6691.39356815,7621.4532925,3055.82848392,3622.32771822,2893.3093415,4081.68147014,3029.33537519,3910.31546708,2868.01990812,2828.12251149,4065.5957121,2865.39356815,4080.77641654,16340.9647779,16853.3246554,15819,17210.3981623,15675.5145482,10120.0643185,10401.1194487,9984.22205207,10632.7748851,9913.00459418,11237.4303216,11788.6309342,10713.0229709,12121.6370597,10577.8606432,14534.1883614,15208.4425727,13789.3905054,15631.4211332,13577.7503828,0.655850889574339,1.49295164122137,1.32121665529713,4.81143446085419,10379.3508237333,10751.8397932582,4533.99926768899,5845.35155604434
263,9.8,7.9,13.7,806.39,0.01,7.89,13.71,45.175,64.8958652374,30394.6156202,4224.69525268,-7.93888948266239,-14.1457063660063,0.0306609464327,0.0078178245259,-7.94322528339639,-14.2373101163303,6.20681688334387,6.29408483293387,-6.20681688334387,-6.29408483293387,-0.281047338419736,-0.283766136367089,-8.33926634132841,-15.7277604021571,7.38849406082871,-7.38849406082871,-0.306996545089585,1613.83614089,1680.49617152,1416.66921899,1703.38591118,1619.83614089,1662.08575804,1654.46248086,1265.52067381,1696.27105666,1544.3568147,1616.20826953,2015.63399694,2170.75038285,1832.99540582,1703.38591118,1619.83614089,1662.08575804,1654.46248086,1265.52067381,1696.27105666,1544.3568147,1616.20826953,920.016845329,1250.20826953,754.658499234,1422.80245023,1067.25727412,1355.44410413,1408.39969372,731.030627871,783.090352221,1007.25267994,1046.63552833,7190.92496172,8175.381317,6175.80245023,8267.73047473,8095.87595712,6221.83460949,6282.35528331,6130.237366,8184.69372129,8045.18070444,8033.23277182,4824.57733538,5682.08728943,3553.01531394,5781.10719755,5773.91117917,3566.69525268,3482.98468606,3454.62940276,5586.32771822,5625.20520674,5758.237366,2185.88667688,2725.45482389,1456.69678407,2842.06125574,2832.0229709,1481.60183767,1356.77794793,1349.89586524,2610.42725881,2719.90045942,2838.42113323,16489.0888208,16674.1914242,16094.6324655,16785.5053599,15771.287902,9925.37519142,10105.9433384,9570.20520674,10139.0214395,9441.09035222,12044.0918836,12727.7580398,11593.5497703,12883.4073507,11518.37366,15345.1102603,16193.5038285,14837.6064319,16445.007657,14771.7473201,0.633417392685053,1.39779248027925,1.26005929529573,4.45579621097985,7945.54783170786,8481.57820123257,3590.08284211492,4355.46498959294
264,8.9,6.7,7.6,1273.24,0.01,6.7,7.64,32.895,76.0183486239,5847.98776758,5054.43730887,-9.27453407847612,-14.9468113368771,0.0156894405671,0.00544634985307,-9.3788805811535,-14.9762390402548,5.672277258401,5.59735845910131,-5.672277258401,-5.59735845910131,-0.234185061198355,-0.229822663411647,-6.00178883397008,-9.69213299440577,3.69034416043569,-3.69034416043569,-0.235144803242441,1780,1971.08256881,1572.48929664,2001.8088685,1549.20183486,1939.21712538,1863.33027523,1542.64220183,1828.81039755,1625.07492355,1939.98165138,2269.09785933,2436.80275229,2092.4617737,2001.8088685,1549.20183486,1939.21712538,1863.33027523,1542.64220183,1828.81039755,1625.07492355,1939.98165138,1017.37920489,1315.96788991,820.073394495,1484.31192661,777.819571865,1470.4204893,1017.37920489,777.819571865,1072.33792049,884.966360856,1451.53669725,10265.3486239,11188.5902141,9497.32110092,11607.6253823,9702.34250765,9474.25688073,10911.883792,9292.26146789,10584.0978593,10539.5214067,9498.11009174,6542.09021407,6883.69266055,5930.61009174,7024.69877676,5593.31804281,6676.55045872,6448.80428135,5593.31804281,6631.13608563,6517.50458716,6688.43883792,3071.63302752,3289.23394495,2673.83027523,3333.21865443,2487.25076453,3286.45259939,2866.55351682,2487.25076453,3061.12996942,3136.28134557,3295.12996942,17113.5902141,17290.0810398,16803.3501529,17335.4204893,16615.383792,9890.02293578,10053.6712538,9756.25076453,10089.766055,9736.48318043,12358.3409786,12593.1544343,11999.7186544,12691.5152905,11747.8776758,15543.4892966,15856.8425076,15089.2538226,15945.2966361,14882.0259939,0.704450231275468,1.59307331420579,1.45913212762533,5.76704978870786,10738.3404513928,11415.5217829015,5621.95071501952,5116.38973637325
265,14,10.1,11.9,311.24,0.02,10.06,11.86,15.1525,44.0738461538,14792.0153846,1206.08307692,-8.31544552194712,-14.3486908351847,0.0317773601012,0.00770358459594,-8.37155791195212,-14.4142221618138,6.03324531323763,6.04266424986163,-6.03324531323763,-6.04266424986163,-0.266202303858762,-0.265194530549287,-7.8414563377334,-20.6545740868847,12.8131177491513,-12.8131177491513,-0.449645707076515,2715.33230769,2974.18769231,2242.01846154,3014.31384615,2808.56,2837.28615385,2878.29538462,2000.15384615,2556.52923077,2000.15384615,2808.56,2784.04,3017.04307692,2551.86769231,3014.31384615,2808.56,2837.28615385,2878.29538462,2000.15384615,2556.52923077,2000.15384615,2808.56,1307.74461538,1408.12923077,1194.97846154,1470.51384615,1369.16,1373.66461538,1422.35076923,1123.73538462,1326.43076923,1123.73538462,1369.16,8302.82769231,9727.32923077,7166.43384615,9910.96615385,6840.14461538,6884.08307692,9910.96615385,6840.14461538,7872.15692308,9657.13846154,6840.14461538,5817.94461538,6102.21230769,5530.50769231,6245.92923077,6245.92923077,6140.47692308,5698.37846154,5384.93846154,5500.37230769,5903.61538462,6245.92923077,2856.92923077,3190.34153846,2620.26153846,3440.98769231,3440.98769231,3370.53846154,2556.14461538,2533.54769231,2751.20615385,2917.65846154,3440.98769231,14944.9569231,15984.4123077,14229.2584615,16566.6215385,14156.0215385,9877.13846154,10143.72,9617.74769231,10329.1692308,9421.37230769,11782.5507692,12504.4092308,10839.4861538,12696.0461538,10452.3661538,14810.6153846,15591.6984615,13793.5261538,15894.6830769,13306.3076923,0.507116921937964,0.944616376000669,0.942520186837491,3.05775748654993,9908.84058491948,10586.2373615351,3461.78413477295,6447.05645014653
266,23.2,11.5,13.6,169.77,0.05,11.48,13.61,30.3625,47.9145038168,6335.96641221,843.33740458,-7.94976367351553,-14.1723374456065,0.0315547514849,0.00875741338059,-7.9291788216463,-14.1783210941237,6.22257377209093,6.24914227247735,-6.22257377209093,-6.24914227247735,-0.281283126705909,-0.282670690774023,-9.88954807493164,-17.9090384578205,8.01949038288889,-8.01949038288889,-0.288485544883383,3181.50687023,3605.41068702,2631.12061069,3820.41221374,3563.56946565,3820.41221374,3175.37099237,2252.73282443,3394.35114504,2252.73282443,3820.41221374,3023.15419847,3265.24885496,2755.79541985,3820.41221374,3563.56946565,3820.41221374,3175.37099237,2252.73282443,3394.35114504,2252.73282443,3820.41221374,1547.89923664,1673.41679389,1363.29618321,1726.48549618,1648.74503817,1719.15725191,1627.2351145,1232.4610687,1591.37251908,1232.4610687,1719.15725191,8106.7480916,10024.5770992,6966.68854962,10859.3251908,6921.83358779,6749.61984733,9435.1480916,6749.61984733,8133.63053435,10614.0061069,6749.61984733,6109.29923664,6806.21984733,5513.6259542,7124.88854962,6375.1648855,6496.81374046,5806.54656489,5364.38473282,6344.34198473,7070.17099237,6496.81374046,3262.71908397,3779.45954198,2806.2259542,3933.82137405,3805.8519084,3872.22137405,2742.15267176,2708.61984733,3335.52977099,3648.80916031,3872.22137405,14358.2519084,15739.4366412,13260.3679389,16470.0198473,12772.3282443,10003.4977099,10283.7251908,9647.17251908,10360.8244275,9518.94656489,11584.2290076,12270.5282443,10532.6519084,12416.9282443,10197.551145,14421.0931298,15205.6793893,13216.448855,15524.0961832,12703.4320611,0.436315554354873,0.789932155657956,0.782113822667132,2.5480844210825,10471.0696032039,11060.7985647298,2891.1624589295,7579.90714427444
267,15.7,12.4,16.4,650.77,0.02,12.38,16.45,74.2575,45.0932721713,22272.5351682,3222.0382263,-6.53927933858038,-12.5049661667365,0.0309351027006,0.00972390493424,-6.67534290348286,-12.6213308358772,5.96568682815615,5.94598793239438,-5.96568682815615,-5.94598793239438,-0.313254039205208,-0.308135381916425,-5.586070840215,-14.9650983552587,9.37902751504375,-9.37902751504375,-0.456374400202467,2019.47400612,2450.84097859,1837.70642202,2806.79663609,2102.84862385,2461.92813456,1778.27828746,1749.17737003,2335.96636086,1811.52599388,2534.0764526,2425.61620795,2769.65902141,2194.73700306,2806.79663609,2102.84862385,2461.92813456,1778.27828746,1749.17737003,2335.96636086,1811.52599388,2534.0764526,1105.03363914,1551.59480122,911.432721713,2013.22782875,1152.35932722,1610.25535168,830.622324159,826.98470948,1366.70030581,881.48470948,1578.80122324,9619.81192661,10395.5672783,8745.64831804,10712.4067278,10283.8577982,8780.92201835,10080.2721713,8429.66819572,9492.82262997,10464.0519878,9779.35474006,7106.17737003,7982.93577982,6192.47400612,8472.01834862,7283.18960245,7659.44342508,5834.94189602,5710.09021407,8145.17278287,6291.382263,8414.0764526,3426.50917431,4214.76911315,2933.89143731,4690.6911315,3502.44342508,4164.34250765,2573.63302752,2573.63302752,4355.3058104,2772.01834862,4592.87003058,16225.7247706,16763.9036697,15771.0107034,17021.3425076,15591.8975535,10209.0045872,10517.6941896,9944.62385321,10699.4204893,9729.68807339,11301.4097859,12000.293578,10801.0076453,12642.6437309,10679.5535168,14398.4143731,15213.3149847,13773.9480122,15883.3654434,13529.5764526,0.652990051487406,1.41271233368884,1.31334230078056,4.76352352021231,11204.5304628447,11591.4752772193,4944.63982936061,6259.89063348413
268,16.7,12.4,14.2,495.15,0.03,12.44,14.17,45.2525,42.7088414634,20509.0853659,1642.05030488,-6.51415545547053,-12.3020712844744,0.0263339283581,0.00903681506085,-6.62628732905724,-12.3584204095205,5.7879158290039,5.73213308046326,-5.7879158290039,-5.73213308046326,-0.307602364118877,-0.301934228295509,-10.9025245889473,-14.9204407266129,4.01791613766562,-4.01791613766562,-0.155594684365879,2402.14481707,2651.33079268,2057.0304878,2805.98170732,2114.92835366,2751.63719512,2503.89176829,1921.03810976,2468.22408537,1959.55792683,2480.09603659,2626.05792683,2789.41920732,2462.37957317,2805.98170732,2114.92835366,2751.63719512,2503.89176829,1921.03810976,2468.22408537,1959.55792683,2480.09603659,1237.90243902,1504.12804878,1039.57926829,1802.67378049,1131.98323171,1345.85823171,1124.17835366,964.035060976,1741.01829268,964.25304878,1753.72865854,9307.65853659,10246.3292683,8137.76676829,10766.0823171,10356.9192073,7585.59146341,8546.72408537,7568.42073171,9938.13414634,10722.6768293,9955.30487805,7341.89176829,8319.06097561,6255.80335366,8816.94359756,7189.06859756,7110.41006098,5310.64481707,5310.64481707,8791.29268293,7536.47256098,8807.4070122,3780.44817073,4570.56859756,2969.05335366,4971.63719512,3329.97256098,3990.62957317,2448.60823171,2448.60823171,4950.94969512,3482.53658537,4965.18597561,15845.5304878,16423.8780488,15147.1920732,16900.5609756,14685.6615854,10416.8704268,10762.8612805,9920.21036585,10877.8109756,9664.62347561,10953.0746951,11845.1463415,10488.8018293,12338.2591463,10324.9435976,13829.492378,15034.0594512,13264.6463415,15541.1097561,13087.320122,0.589720724674819,1.19577990003405,1.1452836919268,3.87472831381705,11612.7468193571,11880.3584896324,4379.96967348184,7232.77714587524
