"FIDs","Radius","YDH","YDMZGUID","l8r","l8r75smax","l8r25min","l8rmax","l8rmaxLST","l8rmaxRN","l8rmaxSVVI","l8rmin","l8rminLST","l8rminRN","l8rminSVVI","l8g","l8g75smax","l8g25min","l8gmax","l8gmaxLST","l8gmaxRN","l8gmaxSVVI","l8gmin","l8gminLST","l8gminRN","l8gminSVVI","l8b","l8b75smax","l8b25min","l8bmax","l8bmaxLST","l8bmaxRN","l8bmaxSVVI","l8bmin","l8bminLST","l8bminRN","l8bminSVVI","l8nir","l8nir75smax","l8nir25min","l8nirmax","l8nirmaxLST","l8nirmaxRN","l8nirmaxSVVI","l8nirmin","l8nirminLST","l8nirminRN","l8nirminSVVI","l8sw1","l8sw175smax","l8sw125min","l8sw1max","l8sw1maxLST","l8sw1maxRN","l8sw1maxSVVI","l8sw1min","l8sw1minLST","l8sw1minRN","l8sw1minSVVI","l8sw2","l8sw275smax","l8sw225min","l8sw2max","l8sw2maxLST","l8sw2maxRN","l8sw2maxSVVI","l8sw2min","l8sw2minLST","l8sw2minRN","l8sw2minSVVI","l8RNav2575","l8RNav75smax","l8RNavsmin25","l8RNmax","l8RNmin","l8SVVIav2575","l8SVVIav75smax","l8SVVIavsmin25","l8SVVImax","l8SVVImin","l8NS1av2575","l8NS1av75smax","l8NS1avsmin25","l8NS1max","l8NS1min","l8NS2av2575","l8NS2av75smax","l8NS2avsmin25","l8NS2max","l8NS2min","l8cnt","l8pw","l8pf","l8ndvi","l8evi","l8evi2","l8rvi","l8tcw","l8tcb","l8tcg","l8tcwgd"
368,15,43312437441408,"a8933815-54f2-4e24-be44-db29fdc39bc5",2238,2537,2019,2835,2503,2544,1897,1869,2347,2063,2618,2393,2619,2216,2835,2503,2544,1897,1869,2347,2063,2618,1320,1504,1209,1720,1519,1480,1179,1136,1223,1281,1417,7663,8686,6890,9489,6757,6738,8351,6687,6791,9418,7675,6453,7260,5899,8099,6365,6363,5610,5486,6354,6917,7159,3637,4088,3140,4449,3609,3598,2778,2720,3779,3555,4261,15494,15993,14802,16383,14417,10446,10598,10213,10700,9963,10760,11365,10332,11970,10204,13571,14291,13004,15030,12728,7,0,1,0.547924452075548,1.21180307362402,1.0404520068737,3.42403932082216,10267.3949,10365.4913,3262.4946,7004.9003
369,15,43312431422409,"8b2bf985-024b-491e-ab16-2990e3d15347",2143,2289,1981,2390,2148,2163,2355,1907,2199,1935,2209,2635,2741,2510,2390,2148,2163,2355,1907,2199,1935,2209,1446,1574,1294,1636,1329,1322,1567,1224,1387,1251,1439,10557,11697,9579,12781,8987,8687,10457,8639,10482,12781,10158,8331,8786,7608,9033,7332,7169,7934,6974,8520,9031,8376,4227,4481,4015,4689,3983,3981,3975,3774,4411,4689,4416,16532,17062,16183,17370,16014,10512,10597,10385,10643,10282,11234,11480,11010,11722,10938,14306,14609,13920,14675,13712,7,0,1,0.66251968503937,1.67329568053456,1.33970651924694,4.92627158189454,12894.0824,13106.9907,5367.001,7527.0814
370,15,43312431422410,"d9a5475a-d3d1-402d-b52b-ee6e633d05d8",2360,2682,2234,3091,2347,2905,2325,2116,2865,2367,3082,2785,2935,2621,3091,2347,2905,2325,2116,2865,2367,3082,1634,1813,1461,1991,1564,1720,1657,1393,1985,1638,1884,10258,11756,9020,12571,9572,9148,10710,8449,9768,12510,10150,9024,10199,7944,10930,8551,9322,8321,7405,9629,9981,10778,4854,6187,4245,7521,4465,5540,4285,3972,5580,5125,7521,16155,16558,15718,16815,15169,10765,11419,10544,12073,10445,10704,11065,10199,11299,9685,13510,14063,12617,14388,11676,7,0,1,0.625931209383421,1.62323248931273,1.24003014507316,4.34661016949153,13700.8875,13610.7103,4887.7587,8813.1288
371,15,43312412422411,"7f21f95f-70b3-4bb6-b700-69ce80e0a5f3",2266,2528,2172,2796,2196,2796,2294,2134,2169,2253,2169,2658,2909,2580,2796,2196,2796,2294,2134,2169,2253,2169,1392,1656,1285,1957,1391,1957,1555,1238,1238,1320,1238,9441,10884,8117,11505,9207,7743,10751,7680,10187,11505,10187,7727,8494,6897,9059,7399,6560,7555,6301,8362,9059,8362,4062,4526,3713,4717,3728,4102,3732,3558,4582,4584,4582,16100,16581,15205,16715,14723,10456,10703,10226,10779,10089,11022,11357,10638,11752,10379,13896,14472,13276,14838,13118,6,0,1,0.612881182198685,1.4238371170027,1.20544474610898,4.16637246248897,12045.691,12194.2647,4480.5621,7565.1289
372,15,43312435421412,"1551c8c9-b118-418f-b0a8-298bde5ace36",2373,2484,2245,2549,2441,2483,2438,2158,2330,2160,2483,2693,2830,2591,2549,2441,2483,2438,2158,2330,2160,2483,1393,1474,1317,1519,1463,1454,1457,1272,1367,1289,1454,9028,9402,8203,9650,8871,7529,8890,7529,9223,9128,7529,7738,7884,7573,8022,7499,7680,7488,7482,7751,7815,7680,4059,4356,3817,4423,3803,4345,3769,3767,3961,4252,4345,15791,16059,15356,16155,15028,10513,10740,10367,10792,10351,10799,10891,10295,10921,9886,13691,14088,13092,14239,12666,6,0,1,0.583720726252083,1.29782752837474,1.12994254356773,3.80446691951117,11953.6165,12029.3685,4115.9177,7837.6988
373,15,43312431423413,"ec9812c2-5dc9-4ab8-92fb-76f7315da6fc",3971,4920,2999,5399,4557,4552,3002,2788,4109,2788,5078,3774,4485,3246,5399,4557,4552,3002,2788,4109,2788,5078,2245,2754,1857,3029,2565,2503,1805,1701,2194,1701,2854,10113,11153,9173,11476,10704,8855,11138,8826,9762,11431,10773,9442,10860,8875,11947,10582,9471,9139,8671,9807,9124,11362,6119,7163,5069,8001,6654,6609,4923,4783,6416,4893,7676,13824,15087,13440,16081,13285,11014,11293,10658,11471,10504,9875,10631,9708,11125,9654,12029,13163,11635,14083,11492,6,0,1,0.436097699517183,0.897821955854407,0.781647696035511,2.5467136741375,15342.7166,15202.2607,3299.5733,12043.1433
374,15,43312431421414,"7a9638c4-23da-4819-9ed3-b956a2b9a876",3244,3569,2784,3759,3379,3523,2640,2633,3423,2640,3726,3128,3397,3004,3759,3379,3523,2640,2633,3423,2640,3726,1746,1890,1698,2035,1766,1842,1716,1671,1719,1716,2003,9609,10860,8848,11246,10459,8780,11230,8745,9087,11230,10517,8973,10209,8522,11056,10174,8630,9053,8414,9209,9053,10832,5333,5988,4725,6400,5769,5125,4418,4417,5775,4418,6376,14804,15533,14362,16199,14246,10940,11183,10594,11260,10402,10078,10626,9828,11094,9736,12628,13424,12295,14375,12186,6,0,1,0.49521512487357,0.995838287752675,0.914742808526294,2.96208384710234,14037.004,13859.8632,3731.2235,10305.7805
375,15,43312431421415,"c0534644-1703-4794-a939-3f2bc19354c6",2442,2616,2210,2686,2224,2539,2392,2145,2382,2196,2640,2766,2924,2652,2686,2224,2539,2392,2145,2382,2196,2640,1394,1520,1316,1576,1316,1356,1416,1302,1502,1536,1374,11079,12276,10092,13041,9999,9786,11297,9706,11310,12211,11231,8574,9533,7741,10125,7330,7633,8251,7330,8922,9010,9216,4372,4804,3891,5113,3848,4102,3934,3848,4581,4313,4960,16219,16752,15933,16950,15881,10442,10628,10255,10749,10199,11174,11471,10983,11572,10932,14229,14631,13966,14837,13844,6,0,1,0.638784113601065,1.41339922759704,1.27458561579146,4.53685503685504,13427.0328,13711.3763,5559.7723,7867.2605
376,15,43312431431416,"1c8b36be-afd0-49e5-8457-11439e1f4760",2500,2858,2296,3041,2304,3005,2304,2281,2800,2298,3021,2810,3009,2724,3041,2304,3005,2304,2281,2800,2298,3021,1526,1718,1384,1795,1435,1695,1435,1353,1773,1465,1698,10270,11608,9593,12523,10303,9654,10303,9425,10502,12372,10660,8128,8923,7433,9665,7040,8006,7040,7040,8316,8799,9318,4418,4951,3827,5386,3523,4762,3523,3523,4757,4240,5363,15800,16507,15395,16853,15223,10442,10726,10136,10872,10029,11079,11607,10800,11884,10639,13735,14612,13362,14986,13254,6,0,1,0.608457321848081,1.40496166642558,1.19384180443734,4.108,12902.9416,13121.2972,4848.2332,8054.7084
377,15,43312431422417,"0fd39b3a-1a0e-4a7d-9c86-76560e2d7bbd",1956,2180,1833,2295,1888,2287,1879,1785,2154,1785,2287,2599,2754,2501,2295,1888,2287,1879,1785,2154,1785,2287,1247,1405,1108,1483,1227,1360,1070,1070,1483,1146,1360,11941,12407,10545,12702,12081,9394,11696,9394,12019,12409,9394,8358,8993,7813,9175,8743,7698,7929,7698,9175,8351,7698,3964,4276,3740,4424,3909,4264,3650,3650,4424,3830,4264,17119,17338,16523,17484,16084,10211,10440,10144,10623,10128,11543,11858,11168,11959,10993,14935,15209,14188,15289,13757,6,0,1,0.718500395768871,1.74252207601829,1.50047486235003,6.10480572597137,13165.9824,13685.6623,6586.1346,6579.8478
378,15,43312412412418,"a08b3050-3bdd-4412-bbc9-280c7e3763c5",2167,2236,2024,2267,2175,2204,2197,1935,2207,1983,2143,2667,2761,2463,2267,2175,2204,2197,1935,2207,1983,2143,1317,1447,1223,1546,1400,1361,1546,1165,1261,1199,1253,9387,10052,8577,10336,8102,8032,9267,7963,9615,10318,9335,8064,8560,7350,8913,7178,7104,7075,6993,8497,8263,8430,4092,4232,3706,4320,3728,3803,3352,3349,4096,4169,4244,16247,16565,15932,16764,15694,10588,10658,10376,10698,10094,10679,11078,10522,11361,10451,13967,14328,13660,14696,13493,7,0,1,0.624891812359356,1.44255744255744,1.23725049352928,4.33179510844485,12238.6851,12273.8277,4537.3428,7701.3423
379,15,43312436421308,"ac507f96-9a71-42a7-800c-52fb2f85f335",2035,2114,1837,2177,2072,2139,2081,1650,2027,1980,1932,2309,2434,2136,2177,2072,2139,2081,1650,2027,1980,1932,1123,1237,967,1406,1326,1118,1374,779,1146,1108,1026,8739,9875,8123,10896,9399,8044,9172,7920,9526,10896,8707,6987,7717,6410,8356,6284,6821,5894,5841,7266,8342,7439,3525,3834,3099,4008,2873,3452,2693,2690,3544,3928,3919,16366,16749,15950,16917,15816,10420,10557,10143,10677,9772,11089,11624,10822,12203,10779,14357,14918,13882,15477,13748,7,0,1,0.622238722851309,1.3378567152265,1.23018203170875,4.29434889434889,10849.5907,11037.5602,4293.7678,6555.8229
380,15,43312436422309,"dfd50fd5-3e9b-4f26-a1a7-c8c5fcae8502",1675,1976,1533,2095,1695,2070,2029,1417,2074,1453,2055,2215,2415,2017,2095,1695,2070,2029,1417,2074,1453,2055,1078,1308,875,1427,1111,1321,1418,700,1272,812,1267,10347,11210,9653,11729,10815,9114,10228,9048,9152,10646,9128,7351,7741,6961,8086,7628,7528,6871,6748,7614,7181,7667,3369,3612,3156,3878,3448,3808,3195,2931,3862,3087,3878,17242,17511,16640,17596,16298,10165,10340,10048,10544,9931,11776,11976,11349,12112,10866,15163,15391,14676,15509,14040,8,0,1,0.721344202295791,1.7607406805815,1.50890868596882,6.17731343283582,11441.4484,11881.2055,5748.4992,5692.9492
381,15,43312436432310,"30fd6469-1ba4-4a0d-bda7-02507700ccaa",1723,1883,1502,2026,1813,2002,2026,1308,1779,1655,1805,2236,2397,1977,2026,1813,2002,2026,1308,1779,1655,1805,1089,1318,870,1453,1231,1422,1453,687,1217,1013,1258,10539,11358,9142,11929,9840,10379,10587,7664,9958,11926,9810,6925,7380,5911,7759,6475,6498,6540,4654,7145,7741,7163,3115,3394,2595,3663,3083,2903,2914,1818,3637,3311,3663,17166,17463,16851,17564,16764,9963,10130,9784,10324,9713,12151,12419,11837,12535,11558,15552,15849,15078,16241,14558,9,0,1,0.718969173054967,1.73399944927422,1.5018534670737,6.11665699361579,11109.286,11756.5533,5863.1617,5246.1243
382,15,43312435431311,"068ec12d-45a5-4232-bdff-19994d170076",1621,1710,1531,1725,1710,1718,1595,1506,1600,1577,1718,2144,2242,2060,1725,1710,1718,1595,1506,1600,1577,1718,1010,1126,900,1181,1181,1063,967,863,937,936,1063,8816,9314,8377,9570,9298,8329,8853,8208,8919,9360,8329,5677,6079,5321,6285,5815,5932,5281,5218,5715,5903,5932,2556,2803,2352,2842,2634,2812,2341,2325,2559,2609,2812,16908,17050,16700,17118,16577,9869,9992,9774,10077,9736,12153,12411,11870,12542,11685,15518,15735,15189,15826,14955,5,0,1,0.68937434128581,1.63999817651349,1.41551379511151,5.4386181369525,9315.7613,9957.9078,4711.3292,4604.4321
383,15,43312435431312,"49b721e8-9024-43dd-afa2-1fd319973eb8",1576,1704,1439,1767,1493,1767,1493,1354,1602,1430,1767,2157,2257,2000,1767,1493,1767,1493,1354,1602,1430,1767,978,1113,822,1169,1065,1110,1065,651,936,715,1110,9777,10124,9367,10348,9456,9440,9456,9158,9791,9899,9440,5771,6178,5200,6496,4803,6206,4803,4803,5854,5702,6206,2409,2730,2144,2874,2070,2846,2070,1913,2484,2249,2846,17246,17414,17010,17469,16845,9704,9849,9553,9934,9466,12624,12986,12262,13262,12067,16056,16378,15625,16581,15366,7,0,1,0.722364132828327,1.72304395327338,1.51193917583552,6.20368020304569,9625.7029,10487.6205,5472.1476,4153.5553
384,15,43312435431313,"450bda70-d02c-462d-99bb-57923f091640",1726,1866,1589,1988,1695,1987,1657,1517,1770,1531,1681,2281,2429,2108,1988,1695,1987,1657,1517,1770,1531,1681,1027,1210,868,1376,1209,1266,1166,697,1023,961,872,9902,10360,9681,10779,10547,10383,10212,9536,9680,10199,9874,7133,7531,6182,7707,6427,7505,5695,5695,7544,6133,7414,3292,3459,2775,3539,2869,3487,2491,2467,3371,2701,3405,17015,17248,16878,17390,16787,10196,10291,9824,10327,9583,11655,12370,11422,12841,11232,15048,15674,14854,16104,14786,7,0,1,0.703130374957,1.62784215346633,1.45528073248181,5.7369640787949,11121.6842,11534.6288,5392.4639,5729.2203
385,15,43312435433314,"09c5ccf2-15a0-46a3-bc1b-f3b69416f63c",1705,1923,1464,2104,1350,1990,1350,1350,1739,1350,1769,2158,2390,2023,2104,1350,1990,1350,1350,1739,1350,1769,1033,1167,953,1323,1018,1031,1018,929,957,1018,980,9090,9936,8447,10606,9172,8854,9172,8268,8534,9172,8461,5872,6517,5245,6923,4943,6247,4943,4943,6005,4943,6088,2741,3106,2208,3305,1948,2980,1948,1948,2876,1948,2913,16758,17133,16440,17433,16287,9884,10097,9604,10140,9520,11939,12599,11670,12996,11564,15131,15922,14886,16496,14818,6,0,1,0.684113015284854,1.59523912386054,1.40047788818933,5.33137829912023,9666.1282,10295.1622,4837.2456,4828.8826
386,15,43312435432315,"0b2ae167-8162-4391-8cb9-5ce49f910288",1533,1680,1403,1711,1518,1628,1370,1370,1435,1432,1628,2027,2206,1924,1711,1518,1628,1370,1370,1435,1432,1628,968,1041,869,1052,921,976,943,857,1041,859,976,8829,9636,8007,9987,9810,8537,8601,7908,8689,9308,8537,5600,6212,4895,6531,5726,5942,4727,4727,5063,5362,5942,2483,2863,2018,2985,2391,2741,1885,1885,2152,2168,2741,16944,17227,16792,17339,16783,9857,10017,9627,10049,9574,12042,12579,11811,12910,11769,15376,15997,15150,16406,15128,5,0,1,0.704111175448755,1.69390787518574,1.45812681866147,5.75929549902153,9173.774,9825.3443,4815.705,4358.069
387,15,43312406431316,"a86fcc22-6b37-4954-8e8c-1782fe1a4b49",1911,2185,1731,2314,2065,2308,1901,1660,1981,1748,1913,2409,2579,2240,2314,2065,2308,1901,1660,1981,1748,1913,1121,1264,906,1362,1252,1346,1193,765,1176,973,1135,9870,10632,9462,11231,9553,9454,9790,9369,9700,11163,9931,6685,7160,6018,7497,6604,6692,5593,5533,6386,7367,7053,3105,3418,2703,3525,3119,3317,2482,2471,3097,3327,3406,16772,17122,16331,17282,16074,9998,10134,9764,10185,9590,11972,12421,11698,12802,11585,15297,15693,14862,15992,14647,10,0,1,0.675579322638146,1.53892261881743,1.37628480916347,5.16483516483517,10806.7715,11406.1223,5206.8091,5599.9624
388,15,43312406422317,"265a7f1c-4fe0-4a67-a790-e0296bd17cee",1583,1736,1506,1842,1468,1793,1468,1468,1540,1534,1802,2081,2144,2030,1842,1468,1793,1468,1468,1540,1534,1802,980,1092,917,1169,1169,985,1169,895,895,1046,977,8055,8607,7612,9016,7733,7900,7733,7385,7591,8931,8152,5205,5611,4597,5850,3921,5384,3921,3921,5074,5446,5679,2389,2662,1943,2764,1423,2508,1423,1423,2306,2408,2754,16646,16930,16386,17069,16302,9898,9982,9638,10050,9364,12096,12634,11907,13271,11742,15376,16053,15114,16894,14954,7,0,1,0.671508611745175,1.58565268522148,1.36480194345098,5.08843967150979,8615.1088,9217.2107,4195.0902,4420.0186
389,15,43312406422318,"48a55af8-a1b0-48ff-ac48-68d0881088ac",1665,1780,1607,1894,1651,1893,1620,1563,1623,1595,1890,2268,2399,2152,1894,1651,1893,1620,1563,1623,1595,1890,1009,1175,939,1257,968,1257,982,894,961,960,1254,9598,10173,9139,10719,10719,9878,9710,9043,9193,10443,9870,5495,6035,5247,6353,6352,6211,5006,5000,5538,5837,6206,2348,2663,2182,2849,2731,2848,2010,2008,2362,2395,2847,16987,17183,16850,17348,16783,9663,9761,9502,9810,9429,12515,12903,12381,13203,12282,15960,16243,15731,16580,15523,6,0,1,0.704341649649294,1.64975252672295,1.45880838543582,5.76456456456456,9396.3164,10318.5711,5246.0562,4150.2602
390,15,43312435433319,"05ecb20d-48e8-4c12-8e6e-fa33dd961432",1372,1476,1313,1546,1348,1354,1348,1298,1373,1348,1367,1801,1974,1670,1546,1348,1354,1348,1298,1373,1348,1367,828,984,755,1064,1059,761,1059,748,824,1059,815,6352,7375,5484,7392,7361,5499,7361,5480,5906,7361,5901,4102,4421,3655,4544,3522,4242,3522,3522,4271,3522,4269,1852,2226,1296,2309,1152,1978,1152,1152,2272,1152,2268,16309,16754,16046,16901,16032,9798,10107,9391,10138,9310,11841,13027,11281,13526,11269,14951,16415,14469,17292,14437,4,0,1,0.644743656136717,1.4865671641791,1.29071720334239,4.62973760932945,6857.7293,7381.2437,3191.7845,3665.9448
391,15,43312407431320,"061acc97-e4d4-4fa5-808e-e51125ae65a7",1410,1611,1382,1816,1390,1816,1390,1376,1406,1376,1528,1939,2145,1844,1816,1390,1816,1390,1376,1406,1376,1528,899,1061,796,1098,1031,1068,1071,786,803,925,854,8812,9157,8394,9503,8599,9494,8793,8078,8247,8908,8498,5724,6174,4894,6428,4529,6418,4526,4526,5632,5564,5915,2514,2824,1996,3079,1786,3075,1640,1640,2495,2274,2722,17153,17267,16911,17324,16789,9979,10062,9644,10094,9388,11958,12637,11852,13206,11792,15414,16162,15213,16859,15105,5,0,1,0.724124437487771,1.75727648259817,1.51717635484135,6.24964539007092,9202.2396,9780.88,4916.1699,4286.0697
392,15,43312435433321,"dde5c420-557b-4f33-a27f-060d5d3b8b83",1339,1511,1270,1627,1270,1353,1270,1270,1353,1270,1356,1785,1968,1640,1627,1270,1353,1270,1270,1353,1270,1356,823,999,749,1044,1039,751,1039,749,751,1039,749,6267,7422,5273,7669,6982,5273,6982,5273,5273,6982,5321,3954,4700,3101,4919,3101,4279,3101,3101,4279,3101,4300,1705,2300,923,2390,923,1982,923,923,1982,923,1997,16297,16725,15910,16909,15910,9730,10085,9254,10114,9254,11695,13031,11035,13853,11035,14907,16495,14531,17677,14531,4,0,1,0.647909545095977,1.51546835598745,1.29935875801552,4.68035847647498,6641.5803,7209.562,3167.5058,3474.0745
393,15,43312435442322,"7e894dfe-04df-4cba-a7da-c61fa85041c0",1381,1467,1256,1507,1357,1398,1164,1164,1459,1164,1397,1754,1867,1682,1507,1357,1398,1164,1164,1459,1164,1397,815,902,703,945,877,762,647,642,849,647,759,7061,7472,6603,7797,6759,6594,7075,6398,7340,7075,6651,4780,5002,4235,5077,4332,4889,3757,3757,5069,3757,4922,2167,2473,1858,2566,1910,2465,1596,1596,2566,1596,2491,16702,17009,16548,17173,16501,9959,10123,9787,10211,9650,11998,12478,11647,13064,11483,15311,15889,14820,16320,14551,8,0,1,0.672826344468135,1.53754534134589,1.3684900350796,5.11296162201303,7717.1426,8167.6497,3715.8197,4001.3229
394,15,43312436421323,"546e7df5-8d28-4d48-a288-fda3a200bb8f",2460,2810,2046,2850,2293,2811,1874,1821,2774,1876,2697,2637,2920,2326,2850,2293,2811,1874,1821,2774,1876,2697,1313,1477,1080,1561,1285,1359,1194,900,1520,1183,1209,10503,11647,9834,12282,9602,10146,10142,9448,10189,10607,11232,7801,8782,6940,9232,7335,8212,6536,6516,7998,6983,8657,3953,4532,3248,4716,3595,4366,2831,2810,4323,3039,4598,16279,16743,15831,16959,15693,10309,10528,9985,10588,9827,11461,11974,11172,12166,11059,14577,15258,14139,15669,14026,9,0,1,0.620458227262208,1.30428437064184,1.22546928327645,4.26951219512195,12457.7504,12866.6738,5197.759,7259.9914
395,15,43312412431324,"722ee1ee-d664-4c96-baaa-0b31adbb9f55",1754,2077,1532,2280,1774,2280,1489,1446,1996,1486,1832,2180,2433,2030,2280,1774,2280,1489,1446,1996,1486,1832,1101,1309,903,1463,1338,1463,1122,747,1176,1125,1021,9349,10055,8856,10334,8875,8810,9392,8725,9339,9689,9027,6736,6937,6124,6981,5845,6459,5795,5608,6930,5975,6729,3142,3368,2752,3488,2582,3340,2343,2330,3312,2426,3279,16882,17252,16292,17347,15897,10135,10243,9931,10267,9735,11717,12093,11486,12450,11333,15020,15507,14727,16110,14424,9,0,1,0.684049356029902,1.63452847243146,1.40029941886191,5.33010262257697,10582.8265,11003.5976,4973.8755,5608.951
396,15,43312436423326,"681c91df-1689-4fd9-82c3-d0bed75f2859",1626,1819,1491,1919,1724,1899,1724,1451,1660,1454,1781,2073,2284,1885,1919,1724,1899,1724,1451,1660,1454,1781,1078,1277,944,1413,1356,1411,1356,925,1104,1020,1224,8253,8805,7880,9203,7913,7952,7913,7713,8866,8387,8374,5379,5755,4715,5984,4190,4849,4190,4190,5587,4939,5735,2421,2713,2086,2886,1911,2468,1911,1875,2716,2026,2814,16619,16919,16293,17021,16149,9859,9942,9653,10001,9480,12088,12525,11947,13070,11874,15382,15793,15112,16248,14998,6,0,1,0.67081688430003,1.66926952141058,1.36286236056727,5.07564575645756,8848.2363,9470.0665,4298.0204,4550.2159
397,15,43312431433327,"832b31d3-6fb1-4131-8b25-72735166f1d9",1614,1782,1493,1898,1698,1898,1698,1480,1743,1512,1520,2104,2268,1923,1898,1698,1898,1698,1480,1743,1512,1520,1037,1250,956,1365,1362,1267,1362,954,1041,982,966,8908,9599,8188,10053,8042,8497,8042,7847,9333,9427,8854,5683,6031,5116,6476,4661,5796,4661,4661,5725,5771,5731,2485,2675,2202,2794,2036,2581,2036,2036,2627,2443,2515,16822,17164,16426,17231,16348,9812,9884,9667,9910,9573,12212,12500,12007,12653,11882,15626,15835,15456,16040,15336,6,0,1,0.69321421782931,1.686006194813,1.42654858948884,5.51920693928129,9312.7895,9992.8258,4797.1044,4515.6851
398,15,43312431421328,"6e97f02a-ef44-4e1e-8df5-d7f7702a5714",2975,3335,2503,3522,2560,3522,2560,2420,3357,2420,2589,3095,3380,2710,3522,2560,3522,2560,2420,3357,2420,2589,1591,1751,1383,1872,1608,1825,1608,1298,1671,1428,1404,9643,10293,9049,10844,9966,9752,9966,8604,9897,9916,10240,7897,8851,7225,9741,6982,8409,6982,6982,8297,7836,9084,4246,4956,3778,5319,3544,4669,3544,3544,4395,4289,5016,15319,15834,14829,16077,14710,10378,10760,10141,10923,10009,10825,11245,10614,11763,10476,13671,14238,13365,14760,13279,7,0,1,0.528451418608337,1.07123349291521,0.993207816968541,3.24134453781513,12668.2513,12945.8859,4059.5336,8608.7177
399,15,43312436423329,"3005cf36-3eb6-41c2-ad2d-7724ab702e64",2031,2346,1785,2504,1967,2146,1941,1743,2066,1760,2055,2392,2671,2258,2504,1967,2146,1941,1743,2066,1760,2055,1302,1506,1157,1580,1428,1343,1321,1150,1311,1221,1354,9288,10383,7869,10580,9403,7620,8630,7483,7562,10164,9444,6498,7392,5444,7605,6473,5486,5614,5305,5491,6584,6986,3061,3477,2571,3619,2849,2749,2471,2444,2800,2772,3397,16205,16776,15766,17056,15640,10004,10120,9855,10174,9757,11645,11967,11523,12182,11513,14910,15443,14721,15802,14653,4,0,1,0.641134375828253,1.54931682322801,1.28094242907776,4.57311669128508,10518.7379,11084.8743,4664.8372,5853.9007
400,15,43312412431330,"048cb247-9b81-4156-9ecf-dfc82194d8d5",1732,1893,1584,2009,1731,2009,1631,1483,1986,1483,1936,2214,2318,2059,2009,1731,2009,1631,1483,1986,1483,1936,1102,1268,912,1384,1384,1233,1193,729,1242,833,1144,9378,9949,9004,10621,9241,9389,10335,8738,9569,10353,9521,6730,7081,6233,7300,5707,7180,6238,5707,7292,6613,7300,3027,3364,2840,3535,2678,3451,2719,2678,3523,2867,3535,16832,17174,16645,17474,16480,10144,10262,9931,10330,9756,11610,12093,11421,12474,11339,15042,15474,14733,15828,14611,7,0,1,0.688208820882088,1.66130714409873,1.4121810310436,5.41454965357968,10535.504,10994.7055,5018.4716,5517.0324
401,15,43312435421331,"03dea219-2e9c-4149-922f-d984bf52fcfe",1459,1586,1384,1683,1682,1682,1464,1343,1531,1389,1442,1963,2080,1849,1683,1682,1682,1464,1343,1531,1389,1442,948,1066,799,1121,1098,1098,818,721,987,842,912,7241,7654,6772,7834,7313,7313,7110,6594,6982,7486,6994,5346,5648,5083,5821,5402,5402,5033,4989,5146,5280,5657,2549,2738,2340,2807,2589,2589,2243,2231,2539,2418,2693,16568,16824,16318,16872,16255,10112,10204,10027,10271,10001,11439,11728,11132,11798,11052,14742,15014,14540,15233,14420,6,0,1,0.664597701149425,1.6267161827594,1.34545217617931,4.96298834818369,8442.5218,8762.6785,3693.807,4748.7148
402,15,43312412433332,"21bf70da-c8ae-4584-b4ee-2722c2bc7f64",1589,1786,1465,1919,1470,1725,1471,1436,1600,1489,1736,2004,2216,1846,1919,1470,1725,1471,1436,1600,1489,1736,943,1130,795,1267,955,958,990,696,968,1014,937,7350,8666,6227,9263,7248,5689,8844,5659,6932,9124,6354,5637,6169,5009,6524,4743,5402,4989,4676,5674,5358,5765,2767,3077,2287,3294,2030,2803,2014,1971,2826,2187,2989,16390,16941,15630,17210,15223,10235,10370,9886,10443,9595,11184,12070,10538,12840,10170,14383,15445,13691,16359,13347,5,137,2,0.644479248238058,1.46777070063694,1.29001486842341,4.62555066079295,8836.2378,9083.5294,3678.7322,5157.5056
403,15,43312412423333,"f4c73b3d-3044-41b9-a968-3d0624b876ce",1775,1917,1593,1956,1829,1844,1541,1507,1584,1541,1786,2229,2432,1952,1956,1829,1844,1541,1507,1584,1541,1786,1075,1177,873,1219,1105,1107,1093,754,1121,1093,1017,8094,8690,7087,8870,8342,6813,8722,6680,8744,8722,6701,5863,6386,5397,6427,6145,5731,5251,5200,5390,5251,5647,2981,3240,2542,3259,3048,3022,2333,2333,2427,2333,2979,16395,16739,16029,16996,15801,10234,10320,9973,10367,9740,11443,12011,11082,12489,10845,14559,15247,14139,15784,13860,5,0,1,0.640287769784173,1.4788205008191,1.27863213273978,4.56,9473.5169,9844.7581,4004.5847,5468.9322
404,17,43312435442334,"16cd9eea-c898-454a-b79d-37b0f43479a5",1950,2182,1847,2389,2038,2039,2080,1829,2389,1877,1892,2433,2631,2290,2389,2038,2039,2080,1829,2389,1877,1892,1188,1432,998,1499,1084,1084,1425,907,1499,1032,908,9272,10169,8545,10448,7955,7954,9348,7954,9965,10303,9151,6994,7593,6438,7850,6293,6292,6293,6270,7605,7848,7324,3555,3786,3214,3848,3457,3457,3003,3002,3697,3809,3804,16491,16800,16118,16928,15924,10330,10492,10036,10582,9900,11339,11800,11109,12002,11004,14449,14964,14077,15164,13941,10,0,1,0.652468365710212,1.51745005388378,1.31190424998208,4.75487179487179,11056.2271,11358.5218,4672.5077,6383.7194
