"FIDs","Radius","YDH","YDMZGUID","l8r","l8r75smax","l8r25min","l8rmax","l8rmaxLST","l8rmaxRN","l8rmaxSVVI","l8rmin","l8rminLST","l8rminRN","l8rminSVVI","l8g","l8g75smax","l8g25min","l8gmax","l8gmaxLST","l8gmaxRN","l8gmaxSVVI","l8gmin","l8gminLST","l8gminRN","l8gminSVVI","l8b","l8b75smax","l8b25min","l8bmax","l8bmaxLST","l8bmaxRN","l8bmaxSVVI","l8bmin","l8bminLST","l8bminRN","l8bminSVVI","l8nir","l8nir75smax","l8nir25min","l8nirmax","l8nirmaxLST","l8nirmaxRN","l8nirmaxSVVI","l8nirmin","l8nirminLST","l8nirminRN","l8nirminSVVI","l8sw1","l8sw175smax","l8sw125min","l8sw1max","l8sw1maxLST","l8sw1maxRN","l8sw1maxSVVI","l8sw1min","l8sw1minLST","l8sw1minRN","l8sw1minSVVI","l8sw2","l8sw275smax","l8sw225min","l8sw2max","l8sw2maxLST","l8sw2maxRN","l8sw2maxSVVI","l8sw2min","l8sw2minLST","l8sw2minRN","l8sw2minSVVI","l8RNav2575","l8RNav75smax","l8RNavsmin25","l8RNmax","l8RNmin","l8SVVIav2575","l8SVVIav75smax","l8SVVIavsmin25","l8SVVImax","l8SVVImin","l8NS1av2575","l8NS1av75smax","l8NS1avsmin25","l8NS1max","l8NS1min","l8NS2av2575","l8NS2av75smax","l8NS2avsmin25","l8NS2max","l8NS2min","l8cnt","l8pw","l8pf","l8ndvi","l8evi","l8evi2","l8rvi","l8tcw","l8tcb","l8tcg","l8tcwgd"
232,15,43072531411605,"0a89255f-80f4-40f8-a839-a55b9d556ded",2017,2164,1799,2229,2064,2177,2160,1665,1970,1700,1970,2495,2636,2290,2229,2064,2177,2160,1665,1970,1700,1970,1262,1650,944,1807,1144,1622,1673,796,1302,842,1302,10335,11512,9567,11827,10329,9543,10514,9140,9563,11387,9563,7038,7355,6726,7472,6940,6979,7034,6540,7149,6987,7149,3186,3389,2971,3445,3211,3248,3086,2894,3283,3096,3283,16726,17222,16408,17398,16277,9937,10091,9831,10147,9791,11939,12305,11575,12433,11377,15343,15638,14948,15771,14761,9,0,1,0.673413212435233,1.6029445771988,1.37018343787887,5.12394645513138,11326.2394,11977.3316,5439.9612,5886.2782
233,15,43072531411606,"d2fa38de-3e0e-4491-a645-29fc711ad526",2362,2550,2013,2680,2680,2474,1835,1835,2364,1835,2364,2728,3026,2477,2680,2680,2474,1835,1835,2364,1835,2364,1293,1672,1058,1911,1334,1628,828,828,1232,828,1232,11135,12960,9285,13157,10642,8591,12981,8591,8638,12981,8638,7526,7983,7218,8094,6944,7433,7448,6932,7426,7448,7426,3706,3873,3343,3953,3417,3854,3202,3202,3953,3202,3953,16521,17138,15740,17524,15533,10003,10353,9794,10561,9717,11925,12458,11022,12709,10722,15086,15641,14151,16044,13719,9,0,1,0.649996295473068,1.40498382498959,1.30513305722175,4.71422523285351,12347.3033,13006.8238,5713.6869,6633.6164
234,15,43072506412607,"a1fec384-d243-4910-8861-7a5ab658aa89",2017,2130,1881,2184,1948,2050,2048,1818,2090,2048,1990,2395,2521,2250,2184,1948,2050,2048,1818,2090,2048,1990,1152,1364,1000,1510,1010,1120,1332,879,1025,1332,1064,8412,9320,7619,9715,8919,7123,9683,7118,8139,9683,8378,5948,6380,5520,6553,5632,5374,5837,5289,5776,5837,6470,2872,3153,2695,3293,2848,2754,2829,2646,2910,2829,3258,16221,16433,15753,16492,15528,10050,10181,9846,10271,9737,11704,12197,11315,12468,11097,14857,15218,14480,15462,14180,6,0,1,0.613193978329658,1.34631578947368,1.20625782794368,4.17055032226078,9716.1678,10229.5629,4067.7703,5648.3975
235,15,43072531412608,"7a444e51-6fea-4787-a327-ed73fe32dbe3",1794,1948,1480,1982,1728,1793,1291,1233,1924,1233,1793,2258,2455,1997,1982,1728,1793,1291,1233,1924,1233,1793,959,1099,648,1179,960,1179,478,439,887,439,1179,10864,12011,9426,12267,12135,8983,11064,8972,9868,10940,8983,7249,7779,6571,7864,7619,7404,6438,6363,6773,6369,7404,3299,3629,2903,3713,3348,3609,2859,2822,3010,2822,3609,17129,17735,16710,17975,16681,10020,10286,9930,10477,9918,12047,12469,11394,12659,10969,15406,15781,14756,15899,14280,5,0,1,0.71654289777216,1.57067156166661,1.49466731704745,6.05574136008919,11542.5391,12137.2768,6085.7266,5456.8125
236,15,43072508452609,"10ba34a4-3ea6-423a-8245-4f40cf78350d",2276,2639,1950,2740,1951,2661,1962,1928,2499,1951,2346,2703,2939,2428,2740,1951,2661,1962,1928,2499,1951,2346,1370,1672,1132,1855,1123,1735,1293,964,1533,1123,1180,8535,9516,7752,9650,9572,7516,9515,7328,7980,9572,8010,6445,6852,6159,7020,6476,6573,6282,6045,6490,6476,6538,3516,3779,3162,3884,3168,3575,3159,3081,3424,3168,3738,15793,16563,15047,16618,14846,10233,10400,10055,10503,9977,11356,11873,10886,12062,10714,14153,14887,13691,15062,13563,6,0,1,0.578947368421053,1.31304019467987,1.11780632072237,3.75,10584.5555,10945.6526,3804.8104,6779.7451
237,15,43072506412610,"3c3e03d4-4b36-4541-b18c-8bcf420adf76",1543,1641,1447,1693,1598,1673,1541,1392,1510,1484,1671,2039,2117,1955,1693,1598,1673,1541,1392,1510,1484,1671,847,1156,772,1396,905,799,1396,756,832,854,825,7763,8817,7237,9250,9250,7227,7948,7212,8081,8716,7263,5901,6433,5411,6613,6613,5951,5499,5323,6254,6066,6074,2683,2990,2331,3086,3086,2779,2386,2276,2885,2697,2858,16684,17024,16275,17090,16248,10124,10290,9902,10325,9864,11379,11800,10978,11926,10892,14885,15342,14442,15397,14353,4,0,1,0.668385987534924,1.45742537138573,1.35604157946142,5.03110823071938,9103.5933,9391.5494,4058.988,5044.6053
238,15,43072506413611,"02e34e1c-8ebd-48a3-a139-4551d2695915",2358,2595,2192,2741,2741,2741,2668,2080,2212,2080,2311,2706,2944,2500,2741,2741,2741,2668,2080,2212,2080,2311,1344,1549,1043,1715,1663,1663,1622,773,1304,1136,975,11335,12863,9583,13111,8945,8945,9379,8816,12748,12548,10369,7370,7930,6377,8253,5783,5783,5860,5682,7381,7145,7909,3626,3972,3205,4157,3039,3039,3093,3007,3628,3509,3993,16547,17002,15762,17185,15269,9829,10192,9745,10455,9727,12195,12589,11646,12743,11357,15126,15523,14600,15641,14421,6,0,1,0.655590447673994,1.45692677226694,1.32051991150442,4.80703986429177,12269.9438,13031.7911,5852.8495,6417.0943
239,15,43072508453612,"a145c16b-1d1e-42e8-af99-ee20d8e179e0",2119,2476,1859,2636,2003,2636,1822,1821,2206,1968,2586,2877,3055,2720,2636,2003,2636,1822,1821,2206,1968,2586,1374,1566,1239,1676,1347,1564,1344,1183,1627,1293,1650,9044,10084,7987,10665,9157,7414,9312,7388,8196,10274,7499,6033,6421,5635,6665,5967,6050,5641,5476,6123,6219,6106,2900,3188,2567,3319,2861,3033,2497,2462,2980,2825,3106,15682,16397,14502,16661,13886,9798,10023,9694,10142,9663,11872,12397,11072,12559,10519,14955,15663,14170,15926,13684,5,172,2,0.620352951715489,1.51148070543042,1.22517798253436,4.26805096743747,10166.7248,10881.2791,4291.5881,5875.1367
240,15,43072508453613,"2801f6c0-2438-48b0-be72-cd17753386b4",1886,2285,1525,2404,1683,2376,1786,1453,2093,1464,2282,2545,2891,2235,2404,1683,2376,1786,1453,2093,1464,2282,1044,1204,904,1273,858,1222,1060,837,1146,858,1170,8568,10663,7072,11038,9106,7187,10639,6956,9547,9906,7354,5689,6283,5192,6420,5511,5724,6137,5181,6082,5723,5650,2664,2869,2386,2908,2460,2800,2700,2359,2785,2425,2833,15575,16943,14443,17295,14376,9780,10009,9670,10109,9658,11947,12629,11088,12694,10990,15099,15888,14346,16077,14220,4,0,1,0.639181174669983,1.38573206138532,1.27563877392061,4.54294803817603,9460.3459,10093.3947,4261.8901,5198.4558
241,15,43072531412614,"82986392-2ed2-400d-aac1-a42b2540d2c8",1939,2238,1700,2398,2368,2398,1653,1609,1911,1653,2075,2395,2702,2206,2398,2368,2398,1653,1609,1911,1653,2075,1153,1614,945,1969,1969,1953,900,847,1174,900,1252,10381,10893,9958,10995,10011,9966,10849,9919,10855,10849,10330,7345,7580,7016,7609,7541,7554,7056,6871,7392,7056,7602,3450,3748,3169,3884,3884,3877,3147,3034,3467,3147,3609,16868,17262,16391,17352,16123,10124,10199,10038,10219,10020,11746,12053,11449,12116,11378,15056,15404,14614,15518,14400,5,0,1,0.685227272727273,1.57871114934361,1.40366862645987,5.35379061371841,11619.1919,12110.2647,5549.341,6069.8509
242,15,43072531413615,"c0e2b32a-8559-4f59-84e3-dbcbdd1f1c68",1782,1902,1679,1928,1679,1800,1679,1679,1928,1679,1814,2172,2257,2056,1928,1679,1800,1679,1679,1928,1679,1814,921,1130,756,1196,756,1186,756,756,1074,756,1196,7894,8944,6833,9263,8590,6851,8590,6833,8251,8590,6875,6623,7105,6188,7255,6188,6951,6188,6188,7255,6188,6985,3264,3805,2889,3898,2889,3867,2889,2889,3741,2889,3898,16242,16680,15855,16719,15855,10328,10709,10178,10807,10178,10717,11599,9923,11620,9923,13810,14914,12778,14958,12778,4,0,1,0.631665977676726,1.30827518301297,1.25536075190194,4.42985409652076,10043.1071,10112.6369,3926.5582,6116.5489
243,15,43072531413616,"e9a2a113-365e-4df4-9f9d-48a282bb2760",3783,4284,3259,4289,3508,4289,3259,3259,3681,3259,4170,3745,4194,3266,4289,3508,4289,3259,3259,3681,3259,4170,2276,2726,1858,2846,2107,2846,1858,1858,2465,1858,2495,7867,8565,7478,8576,7569,7478,8316,7478,8252,8317,7799,7503,7968,7030,7983,7030,7952,7121,7030,7668,7121,7812,4826,5237,4352,5289,4512,5289,4352,4352,4941,4352,5184,13404,14288,12699,14387,12699,10534,10605,10466,10638,10466,10180,10738,9701,10788,9701,12297,13027,11752,13151,11752,3,0,1,0.350557939914163,0.756520450503853,0.602459403323263,2.07956648162834,12544.8636,12633.8998,1843.089,10701.7746
244,15,43072501423617,"f0bcc49d-750f-4e55-9ca5-a4ffe359a4b5",2328,2719,2113,2889,2229,2785,2338,2027,2785,2120,2673,2616,2933,2422,2889,2229,2785,2338,2027,2785,2120,2673,1501,1717,1253,1829,1187,1663,1632,1138,1663,1383,1661,8591,8992,8079,9107,8323,8055,8506,7755,8055,9011,8392,6587,6979,6368,7255,6381,6969,6297,6240,6969,6686,7058,3480,3771,3296,3976,3350,3788,3166,3147,3788,3457,3906,15726,16081,15165,16207,14894,10244,10346,10118,10375,10012,11327,11522,10930,11606,10701,14256,14494,13816,14633,13551,7,0,1,0.573587324846598,1.38531298385313,1.10425835025954,3.69029209621993,10707.8139,11082.4886,3819.3877,6888.4262
245,15,43072531441618,"fc233d3a-b012-4fc1-b58a-04a677aa32c7",1582,1871,1293,1929,1230,1858,1815,1169,1430,1238,1520,2081,2388,1843,1929,1230,1858,1815,1169,1430,1238,1520,1016,1470,733,1664,662,1436,1470,581,830,746,856,8765,10333,8047,11635,8130,7786,8682,7786,9865,11635,9176,5885,6680,5276,6847,4993,5313,5497,4965,6495,6684,6516,2481,2769,2201,2898,2018,2288,2319,2009,2722,2614,2777,17050,17631,16318,18073,16147,9813,9982,9713,10089,9655,12069,12444,11794,12698,11677,15627,16060,15373,16326,15293,8,0,1,0.694210882381367,1.68805226546343,1.42941860094883,5.54045512010114,9387.7177,9986.9211,4740.194,4647.5237
246,15,43072501423619,"70abaa18-2a0c-4d65-a5c4-e5a3bd912326",1728,1836,1483,1926,1885,1844,1878,1305,1708,1527,1776,2211,2390,1989,1926,1885,1844,1878,1305,1708,1527,1776,1018,1414,805,1676,1676,1457,1662,664,953,728,1052,8485,9538,7925,10376,8509,7660,8477,7575,8723,9619,8516,5950,6765,5173,6854,5499,5135,5452,4983,6776,6160,6767,2608,3133,2262,3289,2367,2237,2338,2173,3207,2718,3280,16839,17134,16349,17247,16117,9954,10175,9756,10346,9640,11997,12250,11554,12347,11146,15467,15682,14933,15770,14444,7,0,1,0.661607754822285,1.50570460825385,1.33715131558117,4.91030092592593,9470.4663,9993.267,4408.3998,5062.0665
247,15,43072537422620,"604cae90-6907-4c09-a188-09a69b428408",2247,2496,2077,2551,2435,2279,2126,2046,2473,2107,2435,2534,2721,2379,2551,2435,2279,2126,2046,2473,2107,2435,1184,1326,1029,1381,1253,1315,1232,1016,1325,1040,1253,8285,8837,7493,9087,8172,7082,7083,6896,8601,8990,8172,6774,7267,5718,7359,7256,5835,5395,5395,7130,6815,7256,3731,4149,2970,4181,4181,3075,2698,2698,3834,3739,4181,15613,16050,15275,16184,15156,10448,10656,10161,10700,10040,11045,11395,10718,11580,10596,13918,14346,13467,14477,13226,5,0,1,0.573300417774402,1.17124456859094,1.1035324736088,3.68713840676457,10760.7681,10895.8614,3722.5601,7038.208
248,15,43072508453621,"01477b7f-0583-4feb-88f4-90e44b569758",1858,2267,1609,2408,2041,2370,1771,1466,1870,1466,2404,2533,2838,2247,2408,2041,2370,1771,1466,1870,1466,2404,1190,1705,870,1989,1257,1929,1244,689,1391,689,1822,11070,12591,9720,13128,10843,9381,12495,9381,10005,12108,9668,7450,7768,6927,7957,7004,7336,7271,6615,7762,7273,7663,3270,3834,2998,3979,3141,3815,3116,2924,3570,3017,3978,17124,17689,16291,17803,15979,9927,10258,9745,10303,9674,12155,12541,11316,12645,11123,15544,15968,14536,16022,14212,8,0,1,0.712561881188119,1.73236046336693,1.48291715496259,5.95801937567277,11852.4961,12526.3331,6089.4947,5763.0014
249,15,43072501423622,"95f38f5f-ce78-40b6-ac51-7dcf01bfe88d",1931,2285,1549,2530,1530,2519,1561,1475,2453,1475,2284,2246,2487,2010,2530,1530,2519,1561,1475,2453,1475,2284,1078,1341,853,1409,843,1379,907,812,1359,814,1239,7719,8580,7058,8961,8262,7323,8364,6979,7358,8443,7479,6034,6681,5382,6908,5438,6635,5400,5348,6696,5426,6637,3191,3743,2657,3941,2715,3903,2596,2596,3941,2675,3907,15706,16565,15162,17061,14954,10252,10563,9998,10651,9973,10964,11822,10454,12194,10370,13759,14806,13134,15275,13056,5,0,1,0.59979274611399,1.28954638624009,1.1712426342032,3.99741066804764,9618.3783,9840.8554,3619.7407,5998.6376
250,15,43072501433623,"5fbcc851-99cd-49eb-b233-fe376359a5c9",1527,1776,1389,1928,1601,1928,1601,1302,1928,1465,1393,2049,2218,1885,1928,1601,1928,1601,1302,1928,1465,1393,847,997,720,1096,886,1042,886,654,1042,736,710,8917,9559,7985,9717,9410,8960,9410,7778,8960,9717,7778,5746,6235,5281,6289,5507,6115,5507,5166,6115,5570,5593,2622,2796,2438,2854,2474,2839,2474,2403,2839,2515,2655,16991,17319,16544,17369,16469,9933,10087,9798,10194,9753,12098,12554,11767,12742,11645,15413,15747,15055,15913,14917,5,0,1,0.707583301417082,1.57535706672351,1.46827415201704,5.83955468238376,9355.2471,9941.1417,4899.0528,4456.1943
251,15,43072501433624,"62990e6e-c6b4-4ced-87fc-656f5b694a30",1594,1829,1426,2072,1557,2065,1624,1351,1577,1383,1382,2080,2253,1931,2072,1557,2065,1624,1351,1577,1383,1382,999,1191,784,1339,887,1123,1339,667,987,752,710,9726,10463,8875,11010,9466,8434,9943,8220,9843,10161,8822,6171,6546,5918,6901,5910,6243,5929,5732,6264,6022,6199,2626,2888,2259,3053,2495,2809,1968,1968,2658,2512,2691,17170,17473,16705,17614,16080,9850,10030,9627,10125,9454,12171,12553,11736,12684,11399,15676,16266,15260,16766,14926,7,0,1,0.718374558303887,1.7231003941179,1.50008116523767,6.10163111668758,9985.9037,10696.2369,5432.7322,4553.1715
252,15,43072501412625,"e2d13743-da8a-4fc3-a6a3-1070b94ce263",1921,2301,1720,2545,1843,2501,1758,1684,2406,1766,2313,2231,2472,2125,2545,1843,2501,1758,1684,2406,1766,2313,1112,1295,986,1472,1006,1463,1114,918,1297,979,1194,8365,9051,7679,9278,8080,7814,8556,7549,8267,9123,7808,6501,7179,5819,7289,6056,7079,5775,5717,6922,6096,7213,3305,3792,2802,3948,3049,3854,2756,2710,3712,2970,3936,16137,16619,15494,16809,15171,10253,10516,10020,10660,9986,11127,11768,10667,12122,10420,14206,14917,13692,15214,13368,6,0,1,0.626482597705619,1.39456371191136,1.24148454116704,4.35450286309214,10221.5492,10461.6163,4105.7518,6115.7974
253,15,43072501432626,"f6d838cd-cae3-46b7-867a-843428904e28",1308,1469,1149,1531,1172,1458,1231,1101,1266,1103,1328,1790,1941,1668,1531,1172,1458,1231,1101,1266,1103,1328,788,943,613,1020,570,827,884,513,799,542,707,8175,9070,7453,9341,8277,8136,7562,7345,7521,8235,7990,5325,5968,4605,6113,4834,5796,4571,4533,4692,4767,5855,2242,2585,1816,2622,1992,2537,1763,1747,1891,1897,2590,17207,17423,17034,17616,16943,9854,10060,9733,10178,9705,12135,12522,11716,12665,11517,15729,16181,15264,16272,15074,5,0,1,0.724137931034483,1.69739964405774,1.5172069428733,6.25,8497.5568,9048.0569,4593.5763,3903.9805
254,15,43072501431627,"f9e900b7-6544-41a1-b0f9-b306eb1764c1",1855,2485,1712,3011,2449,3011,1749,1673,3011,1788,3011,2316,2602,2177,3011,2449,3011,1749,1673,3011,1788,3011,1158,1376,962,1500,1359,1500,1135,892,1500,1032,1500,8911,10083,6950,10753,7572,6328,9850,6328,6328,10753,6328,6348,6918,6023,7512,6529,7512,5962,5962,7512,6301,7512,3012,3576,2733,4138,3389,4138,2586,2586,4138,2894,4138,16174,17038,14332,17144,13554,9946,10342,9762,10571,9721,11592,12367,9942,12605,9144,14731,15610,12955,15832,12093,6,0,1,0.655396618985696,1.55322708461742,1.31996408261,4.80377358490566,10166.8141,10640.6831,4543.1869,5623.6272
255,15,43072501432628,"3060ce30-7daf-458e-9dde-f07b6c7c5775",1774,2076,1442,2325,1376,2325,1491,1366,1957,1368,1968,2169,2370,1992,2325,1376,2325,1491,1366,1957,1368,1968,1004,1176,777,1355,573,1328,953,573,1032,713,1058,8809,9773,7645,10129,9974,7384,9492,7384,7516,9960,7529,6266,6552,5900,6731,5915,6350,5690,5643,6393,6013,6460,2980,3352,2529,3506,2526,3373,2491,2475,3222,2581,3292,16600,17362,15710,17587,15228,10111,10356,9834,10417,9785,11641,12387,10895,12578,10734,14887,15814,13999,15996,13716,7,0,1,0.66474534631012,1.47496645421,1.34588600814228,4.96561443066516,9980.3225,10409.9098,4591.8656,5388.4569
256,15,43072501432629,"fdb53cf9-d99f-4265-859e-6b4f810f5617",1840,2111,1633,2292,1674,2278,1557,1527,2038,1557,2087,2167,2356,2030,2292,1674,2278,1557,1527,2038,1557,2087,1117,1267,968,1331,969,1331,1039,881,1217,1039,1216,7333,8716,6073,9168,7897,5784,8855,5731,6096,8855,6055,5861,6213,5490,6429,5522,6030,5433,5173,5870,5433,5862,3112,3439,2664,3635,2766,3635,2421,2387,3387,2421,3502,15751,16623,14817,16997,14318,10249,10536,9959,10619,9795,10971,11939,10088,12482,9738,13867,15054,12717,15699,12240,6,0,1,0.598822631636324,1.37373080578202,1.16872340425532,3.98532608695652,9288.2098,9469.3383,3397.4458,5890.764
257,15,43072501431630,"92094c4e-7726-4f60-b7ac-1477d416adeb",2224,2442,1909,2511,2247,2511,1761,1741,2076,1741,2333,2546,2639,2391,2511,2247,2511,1761,1741,2076,1741,2333,1297,1446,1115,1555,1356,1388,1055,1003,1287,1003,1218,8882,9720,8498,10072,8842,8347,9973,8347,10034,9927,8614,6717,7043,6516,7177,6535,6774,6482,6436,6837,6436,7171,3404,3695,3100,3808,3272,3587,2920,2920,3377,2930,3723,15848,16530,15572,17027,15395,10154,10348,9995,10440,9924,11315,11869,11014,12164,10921,14326,15047,14018,15500,13971,6,33,1,0.599495768053305,1.33165326613065,1.17048507095341,3.99370503597122,10785.9411,11166.1799,4186.4376,6599.5035
258,15,43072501421631,"9c59a915-118d-47e0-a580-701b36648916",1776,1879,1674,1928,1737,1725,1684,1623,1725,1673,1725,2200,2307,2063,1928,1737,1725,1684,1623,1725,1673,1725,1011,1156,942,1263,929,1004,1049,903,1004,1177,1004,8386,9118,7198,9485,8398,6317,9126,6317,6317,9485,6317,6122,6525,5884,6739,6310,5793,5976,5793,5793,6559,5793,2982,3147,2864,3254,2974,2948,2803,2803,2948,3019,2948,16420,16790,15987,16999,15724,10208,10336,10044,10413,9958,11418,11843,10845,12088,10436,14662,15118,14059,15306,13644,5,0,1,0.650462507380437,1.44190916626674,1.30638607364776,4.72184684684685,9742.5787,10112.5871,4262.4014,5480.1773
259,15,43072501431632,"df8e8788-c6ff-42be-94a8-e5c5d11148c3",1498,1675,1381,1762,1278,1760,1440,1259,1760,1267,1760,2079,2198,1932,1762,1278,1760,1440,1259,1760,1267,1760,923,1000,738,1059,544,992,1045,516,992,537,992,9009,9619,8269,10115,9368,7392,8965,7392,7392,9454,7392,6676,7140,6248,7246,6552,6660,6030,6023,6660,6535,6660,2964,3262,2655,3420,2732,3398,2545,2545,3398,2712,3398,17152,17372,16766,17638,16152,10187,10407,10044,10550,9930,11562,11815,10965,11957,10520,15153,15498,14418,15579,13700,8,0,1,0.714856762158561,1.69540878515643,1.48966299622378,6.01401869158879,10212.239,10546.5959,4969.063,5243.176
260,15,43072501421633,"c0a4f3bc-bdd3-49ff-8024-4ef43767afe0",1557,1697,1473,1794,1600,1794,1600,1441,1794,1600,1794,2183,2283,2040,1794,1600,1794,1600,1441,1794,1600,1794,922,1039,800,1041,855,1036,855,745,1036,855,1036,8662,9569,7717,10121,10121,7179,10121,7179,7179,10121,7179,6788,7007,6632,7157,6763,6745,6763,6519,6745,6763,6745,3130,3269,3029,3324,3113,3324,3113,2994,3324,3113,3324,17041,17205,16479,17270,16001,10319,10459,10126,10509,10081,11172,11799,10619,11989,10312,14738,15155,14128,15295,13670,5,0,1,0.695273510128193,1.60166816952209,1.43248278198035,5.56326268464997,10289.3148,10497.3147,4640.1473,5649.1675
261,15,43072508411634,"075a7bc0-3af0-4b9a-b51a-8f604f6bfdf7",2329,2598,2061,2822,1855,2764,1851,1844,2502,1851,2461,2596,2831,2470,2822,1855,2764,1851,1844,2502,1851,2461,1345,1544,1197,1662,1181,1466,1133,1133,1411,1136,1375,9905,11066,9145,11832,10956,8927,11282,8634,9956,11327,10049,8010,8777,7596,8972,7526,7840,7519,7431,8878,7541,8972,3963,4651,3636,5040,3383,3960,3306,3306,5003,3320,5040,16148,16822,15699,17191,15295,10402,10836,10175,11014,9989,11004,11663,10552,12008,10429,14167,14955,13481,15472,13261,9,0,1,0.619257806114108,1.37321007794091,1.22228245437415,4.25289823958781,12361.069,12577.0193,4852.4651,7508.6039
262,15,43072508423635,"363f0243-1a3c-429a-b1ae-1584d0b13636",1830,2072,1717,2243,1802,2226,1645,1641,2230,1645,2242,2344,2457,2244,2243,1802,2226,1645,1641,2230,1645,2242,1082,1280,989,1369,1147,1273,985,970,1322,985,1337,8823,9679,8314,10263,8708,8317,10263,8016,9041,10263,8758,6642,7219,6398,7613,6460,7344,6662,6347,7613,6662,7591,3045,3615,2879,4073,3018,3923,2856,2811,4054,2856,4071,16338,16853,15794,17205,15635,10117,10400,9983,10634,9912,11239,11795,10693,12127,10553,14535,15212,13767,15630,13547,6,0,1,0.656434807096593,1.49563692360339,1.32282838983051,4.82131147540984,10346.8802,10719.998,4526.6213,5820.2589
263,15,43072501421636,"ee062d73-3f13-4ea9-8fbd-e259a832d6e1",1609,1677,1414,1701,1615,1659,1652,1266,1692,1551,1612,2012,2168,1830,1701,1615,1659,1652,1266,1692,1551,1612,918,1247,754,1419,1066,1358,1407,733,777,1016,1049,7162,8160,6138,8254,8080,6181,6239,6094,8174,8052,8023,4808,5671,3522,5770,5765,3525,3449,3423,5574,5645,5751,2177,2718,1442,2838,2827,1455,1341,1335,2601,2733,2834,16489,16671,16089,16775,15758,9926,10105,9569,10138,9438,12047,12734,11591,12893,11515,15352,16202,14841,16454,14775,5,0,1,0.633109109565614,1.39775473217882,1.25922935979537,4.45121193287756,7917.2361,8451.4265,3573.4278,4343.8083
264,15,43072501412637,"8422c1f8-1b88-47a5-a4b0-c3ed90119443",1774,1961,1569,1992,1545,1928,1845,1538,1823,1616,1930,2265,2430,2089,1992,1545,1928,1845,1538,1823,1616,1930,1014,1314,816,1485,774,1472,1003,774,1068,878,1441,10271,11176,9515,11588,9722,9479,10878,9308,10578,10524,9517,6531,6872,5928,7014,5590,6660,6408,5590,6618,6481,6680,3057,3272,2663,3316,2477,3263,2840,2477,3051,3098,3277,17122,17300,16816,17345,16632,9885,10045,9753,10081,9731,12365,12603,12011,12704,11762,15559,15873,15113,15964,14909,5,0,1,0.705437941054379,1.5958605664488,1.46201547186433,5.78974069898534,10722.4019,11405.3047,5632.9682,5089.4337
265,15,43072508421101,"ce6c722b-2330-45d3-b15d-92b20bf90cd9",2726,2980,2241,3017,2801,2832,2887,1986,2569,1986,2801,2791,3023,2549,3017,2801,2832,2887,1986,2569,1986,2801,1312,1411,1196,1476,1365,1371,1428,1121,1329,1121,1365,8332,9778,7187,9966,6857,6901,9966,6851,7883,9700,6857,5827,6112,5537,6258,6250,6125,5716,5384,5496,5925,6250,2855,3191,2612,3441,3441,3353,2548,2523,2749,2920,3441,14954,16001,14249,16598,14173,9874,10142,9611,10330,9410,11805,12517,10862,12707,10460,14838,15615,13823,15923,13318,5,0,1,0.50696328449991,0.943834601656677,0.94215953856703,3.0564930300807,9929.8481,10615.059,3475.3159,6454.5322
266,15,43072508421102,"3beca62a-06fa-4ecc-83b3-79f76b0cfefb",3187,3600,2643,3815,3594,3815,3164,2264,3375,2264,3815,3025,3263,2761,3815,3594,3815,3164,2264,3375,2264,3815,1550,1672,1368,1726,1659,1719,1625,1238,1587,1238,1719,8097,10008,6961,10844,6894,6748,9421,6748,8154,10596,6748,6110,6808,5516,7131,6378,6484,5810,5366,6331,7086,6484,3268,3784,2810,3938,3816,3874,2745,2711,3326,3664,3874,14347,15729,13253,16451,12778,10006,10284,9650,10363,9524,11575,12257,10530,12405,10206,14410,15191,13210,15515,12701,5,0,1,0.43512938674229,0.787111253606925,0.779523458734473,2.54063382491371,10473.1446,11060.4482,2879.1764,7593.9682
267,15,43072508433103,"0d5ebb25-2e0e-40cf-850a-5d634a543d88",2025,2455,1842,2811,2102,2457,1781,1753,2343,1816,2535,2429,2771,2197,2811,2102,2457,1781,1753,2343,1816,2535,1107,1552,912,2014,1148,1600,831,828,1368,884,1574,9608,10380,8730,10698,10266,8749,10047,8408,9499,10443,9777,7105,7979,6187,8464,7281,7630,5823,5701,8145,6295,8406,3429,4213,2936,4684,3500,4144,2574,2574,4357,2779,4587,16213,16752,15761,17011,15587,10211,10516,9947,10697,9733,11294,11992,10800,12636,10681,14388,15203,13773,15872,13534,6,0,1,0.651852488609989,1.40879872180731,1.31021494229041,4.74469135802469,11203.5851,11588.9023,4931.1493,6272.4358
