"FIDs","BAN_JING","YDH","YDMZGUID","IW_Gamma0_VV_mean","s1vh","s1vvstd","s1vhstd","s1med.x","s1med.y"
315,15,"43312407411207","6cfcb5e9-9cd4-4ada-86f4-930a69e68bf9",0.132237866521,0.0409280173481,0.0191351082176,0.00768396630883,0.132422611117,0.0403327271342
316,15,"43312435411208","51cb131e-794c-4755-8b73-af4407bef911",0.123346723616,0.0417334623635,0.0198421459645,0.00669033452868,0.122555375099,0.0408396087587
317,15,"43312407412209","1fcac834-5785-4059-80eb-5b39381e37b0",0.204839736223,0.0681259706616,0.0401461794972,0.0122035443783,0.198244705796,0.066921941936
318,15,"43312435412210","08adb7cf-c3fc-46df-84ae-589807a95c0b",0.172773852944,0.0529469028115,0.0259407348931,0.00878589879721,0.171246677637,0.0515577830374
319,15,"43312506423201","c60fb6e9-c8a9-4dd8-b5ee-19d78bc32439",0.212872669101,0.0591827332973,0.036444991827,0.00842047482729,0.20577275753,0.0579260364175
320,15,"43312407423213","70d2c561-e2be-415a-885b-c03afe718683",0.163234710693,0.0479102544487,0.0252028107643,0.00781382713467,0.157669425011,0.046948608011
321,15,"43312407431212","9557e512-2c0a-4563-9b87-d53f78da33ff",0.250059515238,0.0670592710376,0.0502723716199,0.0105774151161,0.240700945258,0.065164975822
322,15,"43312436433211","9d55fd2e-8edd-4e5b-b39c-80ab1e3cc07c",0.228230029345,0.0588870383799,0.0539791509509,0.00993521884084,0.221371099353,0.0576577819884
323,15,"43312407431210","8a69323e-bb60-400f-97ac-49d52479aba1",0.196307420731,0.0475032143295,0.0324603319168,0.009312951006,0.192427247763,0.0458416976035
324,15,"43312437421214","fc851fd9-d18e-423e-b039-b73da1e06047",0.126525953412,0.0375412106514,0.0183602459729,0.00539695750922,0.123423822224,0.0364030785859
325,15,"43312407412215","0f2974e8-0981-4c32-ac17-f07bd05a3a43",0.287994682789,0.0568293333054,0.062357917428,0.0123054813594,0.284965872765,0.0542118288577
326,15,"43312407412216","d2031eb3-03c7-4e32-8693-eb325218e3af",0.153231203556,0.0406729988754,0.0312868356705,0.0078938184306,0.148986309767,0.0395321659744
327,15,"43312435411217","e98ea407-9bce-4259-985f-32ab2ff63151",0.273967534304,0.0674242377281,0.046505048871,0.0117926253006,0.268799602985,0.0664988979697
328,15,"43312431421218","67d083a2-cc62-47b6-9d94-c123cee15935",0.18149805069,0.0466474071145,0.0329587049782,0.0092949103564,0.173229783773,0.0457396805286
329,15,"43312431421219","67f94313-6235-4d19-a3e8-3be93f830b51",0.133745506406,0.0336340591311,0.026259817183,0.00651415623724,0.130470529199,0.0336768291891
330,15,"43312412421220","436cecfd-1c70-4f1f-9070-9a15788dcc5f",0.146599039435,0.0382759831846,0.0268306862563,0.00898432172835,0.141656890512,0.0370091088116
331,15,"43312412412221","9ed393ba-376f-4bf4-b910-2ef1cbf9acbe",0.173598900437,0.0395154468715,0.0271940473467,0.00603081518784,0.172564417124,0.0392017588019
332,15,"43310101422401","6158419e-5a82-42ef-b816-b96bea8017e0",0.218810781837,0.0605623312294,0.0360440574586,0.0132588436827,0.217921257019,0.0570889562368
333,15,"43310101432402","a5345c66-699a-4c4f-a7ab-060e85fe256e",0.219682723284,0.0600662641227,0.0361061170697,0.00625415239483,0.213341444731,0.0606487579644
334,15,"43310101433403","62a3ce04-e629-49a8-9a9c-af2f3d63fddd",0.17451903224,0.0475915335119,0.0283350534737,0.00615216745064,0.171360775828,0.0471943430603
335,15,"43310107432404","86ec39ed-ef3b-4acf-b477-9a420c44271e",0.244231015444,0.0791052207351,0.0456462427974,0.0106795346364,0.235279217362,0.0783348381519
336,15,"43310137443405","8f53e84c-d845-49a4-932d-44a4f743a22c",0.165352404118,0.0384398885071,0.0338056236506,0.00542419683188,0.16065235436,0.0382898077369
337,15,"43310106432406","fb2eedc9-18b6-4bab-a1ff-783866124ae5",0.161049321294,0.048392765224,0.0224907081574,0.00774282217026,0.164060428739,0.0463341809809
338,15,"43310107423408","c6e266f2-6fd4-4526-8764-cbfe1c8d16ea",0.290781408548,0.0835615098476,0.0932235047221,0.03771295771,0.273794084787,0.0746012851596
339,15,"43310137443409","1b06763c-d395-4a10-8784-d2747af20b8d",0.29126599431,0.0621638037264,0.0591942183673,0.00765963457525,0.282648175955,0.0616305842996
340,15,"43310136432410","4c2585f4-de09-4c47-9133-c55c274fd00a",0.102642558515,0.0295161567628,0.0172023773193,0.00462413346395,0.102915026248,0.0291310045868
341,15,"43310136433411","0ff83259-632c-4128-a661-01f350cf4f50",0.290865004063,0.0916613861918,0.0460838079453,0.0132908783853,0.286174863577,0.0885796174407
342,15,"43310106421412","4303b8d5-a3bc-4f7e-bc14-2953508af4c0",0.130494832993,0.0366972722113,0.0225318353623,0.00579265598208,0.125687018037,0.036442451179
343,15,"43310137442413","3236cc79-577e-4a7d-9ebe-64af3673ec79",0.17078524828,0.0462804175913,0.0236428976059,0.00431088544428,0.171374201775,0.0461822226644
344,15,"43310137451414","3a48436d-f58c-4134-83a1-7f1ac31524b3",0.175354376435,0.0435095690191,0.0251793023199,0.00524944951758,0.17755202949,0.0440539270639
345,15,"43310137441415","ef554ea2-0a5e-4223-a07c-4d9091e1ad17",0.198802486062,0.0454518757761,0.0284112654626,0.0070042796433,0.196848317981,0.0459648109972
346,15,"43310135443416","ae16c6c2-c64c-4c8f-91fe-99e2930f68f2",0.170592620969,0.0360274389386,0.0159163922071,0.00614047423005,0.170303151011,0.0354013592005
347,15,"43310137441417","40451a99-cc91-42fa-8cca-f22dabff8ab5",0.167406216264,0.0410852134228,0.0347120314837,0.00686139892787,0.167368352413,0.0410634949803
348,15,"43310137453418","3532f4fc-5325-4626-ab2d-f02c49535960",0.231657236814,0.0536251030862,0.0482006818056,0.00902158115059,0.226229742169,0.0532007999718
349,15,"43310137441419","852556b4-d431-4fe1-bb20-a45a627f4ac3",0.204931795597,0.0465101376176,0.0264913048595,0.00601167604327,0.201907038689,0.0469153635204
350,15,"43312612411401","3384b325-e7e0-4cde-aa0c-88dc71fe385b",0.15295059979,0.0394845940173,0.021914023906,0.00815512333065,0.150828450918,0.0390465073287
351,15,"43312635431402","e54abf49-0277-446c-b015-d02d4abd1d32",0.197222262621,0.0562954507768,0.0348551273346,0.00939763430506,0.198203250766,0.0550340339541
352,15,"43312635432403","3fa168a7-586f-4f1a-97fc-71368ea8a956",0.178297013044,0.0542865097523,0.0264718905091,0.00508325593546,0.171864837408,0.0551999025047
353,15,"43312635443404","6c5f7f5f-92a6-4858-9b6e-80aa190ea328",0.19144654274,0.0526694133878,0.0297939181328,0.00804858375341,0.199525251985,0.0502344109118
354,15,"43312612432405","1206fbe4-78df-499f-8cee-5f43983cdeef",0.184940978885,0.0493997968733,0.0251953490078,0.00871117692441,0.186689034104,0.0482075996697
355,15,"43312612411406","1024539a-6c90-4663-b887-55eb4e264206",0.149949878454,0.0454174727201,0.0246164798737,0.00717456499115,0.152882933617,0.0452032499015
356,15,"43312607443407","d9ddc887-f6d2-4a82-a978-d5bdc9cbf294",0.200852349401,0.0560504458845,0.0379906073213,0.0102623635903,0.194594368339,0.0548740774393
357,15,"43312412423401","3f14f0c7-5505-4405-9fe4-f9cd0ca2fe69",0.139761582017,0.030456578359,0.0261599589139,0.00518808420748,0.133744359016,0.0300588980317
358,15,"43312408433402","73a85c2b-4597-4f8c-a741-3b009f9332ae",0.16323722899,0.0457431152463,0.0305270552635,0.00714864069596,0.160481035709,0.0441357530653
359,15,"43312408423403","fe81d6d0-06bb-4043-9c28-55a4323b7fa2",0.158388108015,0.0411329902709,0.0252610873431,0.0069683669135,0.157983422279,0.0402911230922
360,15,"43312408411404","3a8b68c4-8ecf-4030-af53-40abec5fa77e",0.119672052562,0.0360703840852,0.0182557050139,0.00500733871013,0.115598022938,0.0354035012424
361,15,"43312512412401","9d9d96f3-ad04-4866-8522-104fdb1b6036",0.190968811512,0.0339269600809,0.0623382739723,0.00641468679532,0.181150481105,0.0333162248135
362,15,"43312537421402","67f2e988-0513-4a00-ae01-e23b0eac0913",0.175167292356,0.0484403669834,0.0368829742074,0.00971478223801,0.170136079192,0.0470230318606
363,15,"43312537433403","816d4d37-09a2-4811-9fb8-274fd30bf849",0.15856872499,0.0496531873941,0.0248832814395,0.00829425267875,0.152973264456,0.0487839691341
364,15,"43312437423405","f1b76df8-d287-43f8-b7b0-f111e5cf089f",0.190619945526,0.0442852750421,0.0327828489244,0.0080707250163,0.185172334313,0.0434171184897
365,15,"43312506431404","6e8b5ce6-7fab-4833-9e9c-5e4a61eeebb4",0.166169390082,0.0462960340083,0.0271480306983,0.0100610321388,0.161564469337,0.0447087883949
366,15,"43312437432406","15c29859-527b-44af-b739-ea9f1be3e57f",0.190084427595,0.0496753230691,0.0277321115136,0.00696376990527,0.188197240233,0.0485392808914
367,15,"43312437422407","8054e1a1-d822-402e-bccf-10d778d7eb55",0.248478457332,0.0642132982612,0.0363451763988,0.00971864070743,0.248042970896,0.0624352805316
368,15,"43312437441408","a8933815-54f2-4e24-be44-db29fdc39bc5",0.154036477208,0.0291901305318,0.0665543973446,0.00462585454807,0.140041872859,0.0287617053837
369,15,"43312431422409","8b2bf985-024b-491e-ab16-2990e3d15347",0.230551123619,0.0595898628235,0.0365558899939,0.0097535662353,0.224269658327,0.0581633485854
370,15,"43312431422410","d9a5475a-d3d1-402d-b52b-ee6e633d05d8",0.204362779856,0.0553920082748,0.0362990051508,0.0102283637971,0.202069669962,0.0533131286502
371,15,"43312412422411","7f21f95f-70b3-4bb6-b700-69ce80e0a5f3",0.137815415859,0.0318504720926,0.0267269667238,0.00652615586296,0.13284663856,0.0311684161425
372,15,"43312435421412","1551c8c9-b118-418f-b0a8-298bde5ace36",0.131861627102,0.0324835777283,0.032684199512,0.00707927392796,0.125475093722,0.0315705239773
373,15,"43312431423413","ec9812c2-5dc9-4ab8-92fb-76f7315da6fc",0.202064692974,0.0552446171641,0.0519210211933,0.010757449083,0.19147016108,0.0540954768658
374,15,"43312431421414","7a9638c4-23da-4819-9ed3-b956a2b9a876",0.200488522649,0.0506228618324,0.0453015416861,0.011686260812,0.190792426467,0.0487730912864
375,15,"43312431421415","c0534644-1703-4794-a939-3f2bc19354c6",0.136376857758,0.0345048941672,0.0194106213748,0.00585484225303,0.133793726563,0.0345575883985
376,15,"43312431431416","1c8b36be-afd0-49e5-8457-11439e1f4760",0.149721130729,0.0382815673947,0.0317295119166,0.00795645918697,0.143098205328,0.0376840978861
377,15,"43312431422417","0fd39b3a-1a0e-4a7d-9c86-76560e2d7bbd",0.181857660413,0.0489857792854,0.0503781996667,0.0133783910424,0.167358905077,0.046734739095
378,15,"43312412412418","a08b3050-3bdd-4412-bbc9-280c7e3763c5",0.125588953495,0.0362303368747,0.0261518228799,0.00500606140122,0.120747990906,0.035177513957
379,15,"43312436421308","ac507f96-9a71-42a7-800c-52fb2f85f335",0.249533489347,0.0525966957211,0.127091005445,0.0122489482164,0.215240001678,0.0510663874447
380,15,"43312436422309","dfd50fd5-3e9b-4f26-a1a7-c8c5fcae8502",0.177307829261,0.0489266104996,0.0319084785879,0.00903592538089,0.170028850436,0.0484576113522
381,15,"43312436432310","30fd6469-1ba4-4a0d-bda7-02507700ccaa",0.142571926117,0.0425020866096,0.0198134090751,0.00564376497641,0.142304390669,0.0425864048302
382,15,"43312435431311","068ec12d-45a5-4232-bdff-19994d170076",0.223232224584,0.0593608617783,0.0379966050386,0.0112511739135,0.220882579684,0.059338863939
383,15,"43312435431312","49b721e8-9024-43dd-afa2-1fd319973eb8",0.20154517889,0.0573893561959,0.0294943675399,0.00871999468654,0.200356036425,0.0564780198038
384,15,"43312435431313","450bda70-d02c-462d-99bb-57923f091640",0.183475628495,0.0574135519564,0.0255665089935,0.00919317174703,0.175382778049,0.0565720759332
385,15,"43312435433314","09c5ccf2-15a0-46a3-bc1b-f3b69416f63c",0.194023385644,0.0601848214865,0.0288162454963,0.00911673810333,0.184906169772,0.0587659738958
386,15,"43312435432315","0b2ae167-8162-4391-8cb9-5ce49f910288",0.220652237535,0.0672407597303,0.0313072539866,0.00833175703883,0.212600469589,0.0656426101923
387,15,"43312406431316","a86fcc22-6b37-4954-8e8c-1782fe1a4b49",0.195255592465,0.0499570667744,0.0304823983461,0.0107911871746,0.193007275462,0.0475666560233
388,15,"43312406422317","265a7f1c-4fe0-4a67-a790-e0296bd17cee",0.212055101991,0.0565047599375,0.0400693193078,0.0103246225044,0.205630406737,0.0556206330657
389,15,"43312406422318","48a55af8-a1b0-48ff-ac48-68d0881088ac",0.171738728881,0.0452515892684,0.0342428795993,0.0105564938858,0.16437086463,0.0445838421583
390,15,"43312435433319","05ecb20d-48e8-4c12-8e6e-fa33dd961432",0.176750853658,0.0506995394826,0.0349517576396,0.010131941177,0.180044099689,0.0497062243521
391,15,"43312407431320","061acc97-e4d4-4fa5-808e-e51125ae65a7",0.205124557018,0.0608453191817,0.0382694005966,0.00797853246331,0.198575854301,0.0598815381527
392,15,"43312435433321","dde5c420-557b-4f33-a27f-060d5d3b8b83",0.241595640779,0.0723058357835,0.0418427102268,0.0130003485829,0.234351575375,0.0705955475569
393,15,"43312435442322","7e894dfe-04df-4cba-a7da-c61fa85041c0",0.182125583291,0.0451228991151,0.0396161302924,0.00751494057477,0.182070970535,0.0442839898169
394,15,"43312436421323","546e7df5-8d28-4d48-a288-fda3a200bb8f",0.239074409008,0.0637278482318,0.03599511832,0.0070879580453,0.239055067301,0.0636120513082
395,15,"43312412431324","722ee1ee-d664-4c96-baaa-0b31adbb9f55",0.109663978219,0.0279573090374,0.0134193804115,0.00386992492713,0.108981080353,0.0272827912122
396,15,"43312436423326","681c91df-1689-4fd9-82c3-d0bed75f2859",0.260226100683,0.0712889954448,0.0828611627221,0.0158560331911,0.250398308039,0.0685713291168
397,15,"43312431433327","832b31d3-6fb1-4131-8b25-72735166f1d9",0.163065910339,0.0461792573333,0.0351574718952,0.00887732766569,0.15403239429,0.0435061752796
398,15,"43312431421328","6e97f02a-ef44-4e1e-8df5-d7f7702a5714",0.192602276802,0.050773087889,0.0296473968774,0.00709480047226,0.188171446323,0.0492226332426
399,15,"43312436423329","3005cf36-3eb6-41c2-ad2d-7724ab702e64",0.23778359592,0.0678770914674,0.0432230904698,0.0112718585879,0.231963902712,0.0666041374207
400,15,"43312412431330","048cb247-9b81-4156-9ecf-dfc82194d8d5",0.178180456161,0.049445964396,0.0324752666056,0.0061462149024,0.17603418231,0.0485700406134
401,15,"43312435421331","03dea219-2e9c-4149-922f-d984bf52fcfe",0.17168302834,0.0492784306407,0.0290248338133,0.00731561332941,0.172607570887,0.0487484559417
402,15,"43312412433332","21bf70da-c8ae-4584-b4ee-2722c2bc7f64",0.20558039844,0.0594571791589,0.0411594100296,0.0121927550063,0.197116583586,0.0578942894936
403,15,"43312412423333","f4c73b3d-3044-41b9-a968-3d0624b876ce",0.175263553858,0.0545983798802,0.0313795618713,0.00741119915619,0.165224850178,0.0537966936827
404,17,"43312435442334","16cd9eea-c898-454a-b79d-37b0f43479a5",0.154506072402,0.0473731718957,0.0230493601412,0.0072232154198,0.151617541909,0.0467644892633
405,15,"43312435423335","dddd4258-4215-4eb2-9d17-d7b3d6d2bb0c",0.164714723825,0.054918833077,0.0342310294509,0.00882862042636,0.157353922725,0.0544498413801
406,16,"43312437422336","8b79b62d-b8fe-4896-82bc-57c33576fa87",0.231649309397,0.0508183427155,0.0479358620942,0.00878390204161,0.220284804702,0.0495596937835
407,16,"43312435422337","d4498947-15ab-4718-b219-91ff35d278c7",0.176706120372,0.0527210645378,0.0365133695304,0.00849197339267,0.171859368682,0.0517127178609
408,16,"43312407413338","a5f73137-06bf-421f-916a-0b6d5f7ed00b",0.314361512661,0.0848237723112,0.0720126926899,0.0127324266359,0.294488757849,0.0814019590616
409,16,"43312407413339","c023583b-bbd3-4d89-9c13-1990d066e12d",0.402882993221,0.103306181729,0.0985982865095,0.0190958511084,0.385841399431,0.0986588597298
410,16,"43312435423340","0bcb393b-0a3e-43ca-becb-913439cf0062",0.158128038049,0.0525438226759,0.0226869564503,0.00703740352765,0.15521004796,0.0517433919013
411,15,"43312435422341","83acc353-97d2-4a81-a76c-b9106d2749bc",0.197884246707,0.0611928291619,0.03066621162,0.00864770170301,0.194133549929,0.0605756044388
412,15,"43312435423342","0f89841f-14e8-43e4-bb88-1ed80602f673",0.158632203937,0.0473850667477,0.0219870787114,0.00739005021751,0.158011525869,0.0474222116172
413,17,"43312435441343","0e97cab2-d3c9-4203-ac87-ee7815683177",0.166277676821,0.0481550619006,0.0243479721248,0.0085652526468,0.163045138121,0.0468414314091
414,16,"43312435441344","bd739e86-d6c2-4e78-bed8-d9e51021cbb9",0.15593868494,0.0471936166286,0.0254865624011,0.00648340489715,0.154940262437,0.0467493981123
415,16,"43312407413345","065b39e1-df7c-4331-8b1e-c87877ba2461",0.159875512123,0.0506576858461,0.0266267117113,0.00940016191453,0.16389618814,0.0487018749118
416,17,"43312435443346","d03ebe35-6772-4dce-b762-b8edc6f7ab14",0.167692199349,0.0501813068986,0.0240454506129,0.00853382609785,0.167813956738,0.0483436323702
417,15,"43310106422302","f82effeb-be01-4c25-af01-d15a3d182c77",0.368773192167,0.126276805997,0.0609741993248,0.027469182387,0.359482735395,0.11984962225
418,15,"43310112423303","b44ccbc6-b265-4002-adea-cd7ecaa24263",0.160278052092,0.0493669696152,0.0250092651695,0.00551798474044,0.156043991446,0.0484565980732
419,15,"43310112422304","3ca12ae3-6559-413f-8eb4-232836fc58a2",0.133400887251,0.0393843203783,0.0219972319901,0.00599024398252,0.130596250296,0.0387450419366
420,15,"43310137433305","8e547e5a-f927-4205-8429-040213388c82",0.225138381124,0.0628340467811,0.0374921187758,0.00872176233679,0.225357249379,0.061651699245
421,15,"43310107432306","9cd0d281-5c02-4854-b51a-0c42a9f67855",0.147089540958,0.0437527373433,0.0205375999212,0.00588506925851,0.146838515997,0.0433567725122
422,15,"43310107432307","5d559122-79d5-4fad-b387-3268df1ab445",0.130046278238,0.0444217398763,0.0178702566773,0.00487800640985,0.129211634398,0.0437104925513
423,15,"43310107432308","76201c9f-a9c5-41d4-a103-32ec8c59adf7",0.138085722923,0.0469705909491,0.0169664919376,0.00502554513514,0.137577578425,0.0464714951813
424,15,"43310101432309","f96d07a6-530f-419c-98d2-c54efd55fa0c",0.206735491753,0.0611456073821,0.0305116549134,0.00832617003471,0.200889721513,0.0606696642935
425,15,"43310107433310","b87fc15e-ce94-45f5-9b2b-7ea0f172be6e",0.143516913056,0.0466923639178,0.0213598962873,0.00465476932004,0.142388254404,0.0459674373269
426,15,"43310112431311","33eb52b3-ec3f-49d5-b7dd-7275baa79617",0.178090333939,0.0533439926803,0.0281254146248,0.00584194436669,0.175845623016,0.0532073117793
427,15,"43310106421312","f02e7821-571d-4a84-a419-4c82d8cf42bc",0.17195084691,0.0495190806687,0.0390033721924,0.00816723052412,0.164243236184,0.0491132736206
428,15,"43310112432313","cbbb3030-0fd6-447b-9247-ae04a15e6e90",0.177070483565,0.0482047274709,0.0349094457924,0.00708911661059,0.171690657735,0.0473858006299
429,15,"43310112432314","dd93fa17-033e-4ec3-b0f7-0e63c0dbf568",0.194022908807,0.0524915456772,0.0350016243756,0.00853048544377,0.184344962239,0.0501670837402
430,15,"43310112451315","19473eae-0703-43bb-abe5-1b9b3c06f67d",0.107351996005,0.022530131042,0.0198016259819,0.00253693410195,0.103901617229,0.0225711595267
431,15,"43310112432316","5a29629c-cad0-4ea1-a690-10899e47b08e",0.14780549705,0.03960583359,0.0261231902987,0.00534350052476,0.143664762378,0.0393990278244
432,15,"43310107441317","4c29cad1-c6a4-4aa7-9602-9f60f07acb27",0.24574893713,0.062719874084,0.0389819666743,0.0121005885303,0.239528283477,0.0605891495943
433,15,"43310112423318","7f46c988-b2cc-469f-b8a6-3560eb416070",0.189344719052,0.0581771619618,0.0509370490909,0.00878674723208,0.178999260068,0.0577709898353
434,15,"43310112421319","b891eb5d-c233-4d6c-8358-b679800ff44f",0.153250351548,0.0459851920605,0.0387287810445,0.00925388373435,0.144935071468,0.0446461252868
